en,mni-Mtei
presentation I couldnt believe my ears when I heard her say,ꯄ꯭ꯔꯖꯦꯟꯇꯦꯁꯟ ꯑꯩꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯍꯥꯌꯕꯥ ꯇꯥꯕꯗꯥ ꯑꯩꯍꯥꯛꯀꯤ ꯀꯥꯡꯕꯨ ꯑꯗꯨ ꯊꯥꯖꯕꯥ ꯉꯃꯈꯤꯗꯦ
things like He dont know and Th ey done it,ꯃꯍꯥꯛꯅꯥ ꯈꯉꯕꯥ ꯑꯃꯁꯨꯡ ꯊ ꯏꯅꯥ ꯇꯧꯈꯤꯕꯥ ꯑꯁꯤꯒꯨꯝꯕꯥ ꯄꯣꯠꯁꯤꯡ
After our speeches I tentatively broached the subject with,ꯑꯩꯈꯣꯌꯒꯤ ꯋꯥꯉꯥꯡꯁꯤꯡꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯑꯩꯍꯥꯛꯅꯥ ꯇꯦꯟꯇꯦꯇꯤꯕ ꯑꯣꯏꯅꯥ ꯍꯤꯔꯝ ꯑꯁꯤ ꯇꯔꯥꯝꯅꯥ ꯑꯣꯀꯈꯤ꯫
her She just laughed and said Leil I grew up here Th ese,ꯃꯍꯥꯛꯀꯤ ꯃꯍꯥꯛꯅꯥ ꯍꯧꯖꯤꯛ ꯅꯣꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯍꯥꯌꯈꯤ ꯂꯦꯏꯜ ꯑꯩꯅꯥ ꯃꯐꯝ ꯑꯁꯤꯗꯥ ꯄꯣꯀꯈꯤ ​​th ese
are my people Th ey relate to me better that way I guess she,are my people th ey relat ꯑꯩꯒꯥ ꯍꯦꯟꯅꯥ ꯐꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯑꯩꯅꯥ ꯈꯜꯂꯤ ꯃꯍꯥꯛ
was right My speech had bombed and Diana had received a,ꯑꯩꯒꯤ ꯋꯥꯉꯥꯡꯗꯥ ꯕꯣꯝꯕꯦꯅꯥ ꯍꯥꯌꯈꯤꯕꯥ ꯑꯗꯨ ꯑꯆꯨꯝꯕꯅꯤ ꯑꯃꯁꯨꯡ ꯗꯥꯌꯅꯥ ꯑꯃꯥ ꯐꯪꯈꯤ
standing ovation,ꯁ꯭ꯇꯦꯟꯗꯤꯡ ꯑꯣꯚꯦꯁꯟ ꯇꯧꯕꯥ
It wouldnt have been appropriate of course for me to try,ꯃꯁꯤ ꯑꯩꯍꯥꯛꯅꯥ ꯍꯣꯠꯅꯖꯕꯥ ꯑꯁꯤ ꯑꯆꯨꯝꯕꯅꯤ ꯍꯥꯌꯅꯥ ꯆꯨꯝꯃꯤ ꯍꯥꯌꯕꯥ ꯑꯁꯤ ꯑꯆꯨꯝꯕꯅꯤ .
to speak like Diana In retrospect however I realize I should,to speak like diana in retrospect ꯑꯗꯨꯝ ꯑꯣꯏꯅꯃꯛ ꯑꯩꯍꯥꯛꯅꯥ ꯈꯉꯖꯒꯗꯕꯅꯤ
have edited my talk somewhat to avoid using any unusual,ꯑꯆꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯁꯤꯖꯤꯟꯅꯗꯅꯕꯥ ꯑꯩꯒꯤ ꯋꯥꯔꯤ ꯈꯔꯥ ꯑꯦꯗꯤꯠ ꯇꯧꯕꯤꯌꯨ
words,ꯋꯥꯍꯩꯁꯤꯡ
It was so obviousafter the fact When in Rome speak,ꯃꯁꯤ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯃꯌꯦꯛ ꯁꯦꯡꯂꯝꯃꯤ ꯃꯗꯨꯗꯤ ꯔꯣꯃꯗꯥ ꯂꯩꯕꯥ ꯃꯇꯃꯗꯥ ꯋꯥꯐꯝ ꯑꯗꯨꯒꯤ ꯃꯇꯨꯡ ꯏꯟꯅꯥ .
like the Romans I felt ashamed of not having predicted the,ꯔꯣꯃꯥꯅꯁꯤꯡꯒꯨꯝꯅꯥ ꯑꯩꯍꯥꯛꯅꯥ ꯋꯥꯐꯝ ꯑꯁꯤ ꯂꯥꯎꯊꯣꯀꯈꯤꯗꯕꯥ ꯑꯗꯨꯗꯥ ꯂꯥꯡꯇꯛꯅꯕꯥ ꯐꯥꯑꯣꯈꯤ꯫
