en,mni-Mtei
vacation or a long weekend to celebrate Youll need to rest up before moving on,ꯁꯨꯇꯤ ꯅꯠꯠꯔꯒꯥ Youll need to rest up on on on on on on on on on on leger 2019ꯗꯥ ꯂꯦꯞꯄꯥ ꯂꯩꯇꯅꯥ ꯆꯠꯄꯥ
to customer validation,ꯀꯁ꯭ꯇꯃꯔ ꯚꯦꯂꯤꯗꯦꯁꯟ ꯇꯧꯕꯥ
Checklist 26 Verify Business Model  Pivot or Proceed,ꯆꯦꯀꯂꯤꯁ꯭ꯠ 26 ꯕꯤꯖꯅꯦꯁ ꯃꯣꯗꯦꯜ ꯄꯤꯚꯠ ꯚꯦꯔꯤꯐꯥꯏ ꯇꯧꯕꯥ ꯅꯠꯠꯔꯒꯥ ꯃꯈꯥ ꯆꯠꯊꯕꯥ
Goal Assess whether the modified hypotheses provide a solid foundation for,ꯃꯣꯗꯤꯐꯥꯏꯗ ꯍꯥꯏꯄꯣꯇꯦꯁꯤꯁꯁꯤꯡ ꯑꯁꯤꯅꯥ ꯒꯤꯗꯃꯛ ꯁꯣꯂꯤꯗ ꯐꯥꯎꯟꯗꯦꯁꯟ ꯑꯃꯥ ꯄꯤꯔꯤꯕ꯭ꯔꯥ ꯍꯥꯌꯕꯗꯨ ꯑꯦꯁꯦꯁ ꯇꯧꯕꯥ꯫
moving forward to largerscale testing in Customer Validation,ꯀꯁ꯭ꯇꯃꯔ ꯚꯦꯂꯤꯗꯦꯁꯟꯗꯥ ꯍꯦꯟꯅꯥ ꯆꯥꯎꯕꯥ ꯇꯦꯁ꯭ꯇꯤꯡꯗꯥ ꯃꯥꯡꯂꯣꯃꯗꯥ ꯆꯪꯁꯤꯅꯕꯥ
Reference Chapter 6 Customer Discovery Verify Business ModelPivot or,ꯔꯤꯐꯔꯦꯟꯁ ꯆꯦꯞꯇꯔ 6 ꯀꯁ꯭ꯇꯃꯔ ꯗꯤꯁ꯭ꯀꯣꯚꯔꯤ ꯚꯦꯔꯤꯐꯥꯏ ꯇꯧꯕꯥ ꯕꯤꯖꯅꯦꯁ ꯃꯣꯗꯦꯂꯄꯤꯚꯠ ꯅꯠꯠꯔꯒꯥ
Proceed,ꯃꯈꯥ ꯆꯠꯊꯧ
Modified hypotheses assessed,ꯑꯦꯁꯦꯁ ꯇꯧꯔꯕꯥ ꯃꯣꯗꯤꯐꯥꯏꯗ ꯍꯥꯏꯄꯣꯇꯦꯁꯤꯁꯁꯤꯡ
Problemneed identified,ꯄ꯭ꯔꯣꯕ꯭ꯂꯦꯃꯅꯤꯗ ꯃꯁꯛ ꯈꯪꯗꯣꯀꯄꯥ
Product solves productneed,ꯄ꯭ꯔꯗꯛꯇ ꯁꯣꯜꯕ ꯇꯧꯕꯥ ꯄ꯭ꯔꯗꯛꯇꯅꯤꯗ .
Sizeable market,ꯁꯥꯏꯖ ꯇꯧꯕꯥ ꯌꯥꯕꯥ ꯀꯩꯊꯦꯜ
Viable scalable profitable business model,ꯚꯤꯑꯦꯕꯜ ꯁ꯭ꯀꯦꯂꯦꯕꯜ ꯄ꯭ꯔꯣꯐꯤꯇꯦꯕꯜ ꯕꯤꯖꯤꯅꯦꯁ ꯃꯣꯗꯦꯜ
Day in the Life of the Customer with and without product,ꯄꯣꯠꯊꯣꯛ ꯂꯩꯕꯥ ꯑꯃꯁꯨꯡ ꯂꯩꯇꯕꯥ ꯀꯁ꯭ꯇꯃꯔꯒꯤ ꯄꯨꯟꯁꯤꯗꯥ ꯅꯨꯃꯤꯠ
Organizational chart of users buyers and channels,ꯌꯨꯖꯔꯁꯤꯡ ꯌꯣꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯆꯦꯅꯦꯂꯁꯤꯡꯒꯤ ꯑꯣꯔꯒꯅꯥꯏꯖꯦꯁꯅꯦꯜ ꯆꯥꯔꯠ
Clear measurable Validation Checkpoints identified,ꯃꯌꯦꯛ ꯁꯦꯡꯕꯥ ꯃꯦꯖꯔꯦꯕꯜ ꯚꯦꯂꯤꯗꯦꯁꯟ ꯆꯦꯀꯄꯣꯏꯟꯇꯁꯤꯡ ꯃꯁꯛ ꯈꯪꯗꯣꯛꯂꯕꯥ
Exit criteria Full honest assessment of Customer Discovery effort,ꯑꯦꯒꯖꯤꯠ ꯀ꯭ꯔꯥꯏꯇꯦꯔꯤꯌꯥ ꯀꯁ꯭ꯇꯃꯔ ꯗꯤꯁ꯭ꯀꯣꯚꯔꯤꯒꯤ ꯍꯣꯠꯅꯖꯃꯂꯒꯤ ꯃꯄꯨꯡ ꯐꯥꯕꯥ ꯄꯨꯀꯆꯦꯜ ꯁꯦꯡꯕꯥ ꯑꯦꯁꯦꯁꯃꯦꯟꯇ
