en,mni-Mtei
bisexual sexuality;,ꯕꯥꯏꯁꯦꯛꯌꯨꯂꯔ ꯁꯦꯛꯁꯨꯑꯦꯂꯤꯇꯤ;
• Help the adolescent identify sexual prejudice and,• ꯏꯅꯈꯠꯂꯛꯂꯤꯕꯁꯤꯡꯗꯥ ꯁꯦꯛꯁꯨꯑꯦꯜ ꯄ꯭ꯔꯤꯖꯨꯗꯤꯁꯟ ꯈꯪꯗꯣꯀꯄꯗꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯕꯥ ꯑꯃꯁꯨꯡ .
reject its messages;,ꯃꯁꯤꯒꯤ ꯄꯥꯎꯖꯦꯂꯁꯤꯡ ꯑꯁꯤ ꯌꯥꯗꯕꯥ;
• Refrain from pressuring the adolescent to reach,• ꯏꯅꯈꯠꯂꯛꯂꯤꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯗꯥ ꯌꯧꯅꯕꯥ ꯄ꯭ꯔꯦꯁꯔ ꯄꯤꯕꯗꯒꯤ ꯂꯥꯞꯅꯥ ꯂꯩꯌꯨ .
a decision about his or her sexual orientation;,ꯃꯍꯥꯛꯀꯤ ꯁꯦꯛꯁꯨꯑꯦꯜ ꯑꯣꯔꯦꯟꯇꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯋꯥꯔꯦꯞ ꯑꯃꯥ;
• Provide developmentally appropriate information,• ꯗꯤꯕꯦꯂꯄꯃꯦꯟꯇꯀꯤ ꯃꯇꯨꯡ ꯏꯟꯅꯥ ꯃꯇꯤꯛ ꯆꯥꯕꯥ ꯏꯅꯐꯣꯔꯃꯦꯁꯟ ꯄꯤꯕꯥ
"about sexual behaviors, including both same-sex and","ꯁꯦꯛꯁꯨꯑꯦꯜ ꯕꯤꯍꯦꯕꯤꯌꯔꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ, ꯁꯦꯛꯁ ꯑꯃꯁꯨꯡ ꯑꯅꯤꯃꯛ ꯌꯥꯎꯅꯥ, ."
"opposite sex behaviors, that can lead to HIV infection,","ꯑꯣꯄꯣꯖꯤꯁꯟ ꯁꯦꯛꯁꯀꯤ ꯂꯃꯆꯠ-ꯁꯥꯖꯠꯁꯤꯡ, ꯃꯗꯨꯅꯥ HIV ꯏꯅꯐꯦꯛꯁꯟ ꯊꯣꯀꯍꯅꯕꯥ ꯌꯥꯏ,"
"STDs, and unintended pregnancy in a manner that is","ꯑꯦꯁ.ꯇꯤ.ꯗꯤ.ꯁꯤꯡ, ꯑꯃꯁꯨꯡ ꯑꯅꯏꯟꯇꯦꯟꯗꯦꯗ ꯄ꯭ꯔꯦꯒꯅꯦꯟꯁꯤ ꯑꯁꯤ ꯑꯣꯏꯕꯥ ꯃꯑꯣꯡꯗꯥ ."
"inclusive of a lesbian, gay, or bisexual sexual","ꯂꯦꯁꯕꯤꯌꯟ, ꯒꯦ ꯅꯠꯠꯔꯒꯥ ꯕꯥꯏꯁꯦꯛꯌꯨꯂꯔ ꯁꯦꯛꯁꯨꯑꯦꯜ ꯑꯃꯥ ꯌꯥꯑꯣꯕꯥ"
orientation;,ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃꯒ ꯆꯨꯅꯅꯕ ꯍꯣꯠꯅꯕ;
• Be aware of the heightened risk of suicide for some,• ꯈꯔꯒꯤ ꯑꯣꯏꯅꯥ ꯃꯁꯥꯅꯥ ꯃꯁꯥꯕꯨ ꯁꯤꯖꯕꯒꯤ ꯔꯤꯁ꯭ꯛ ꯍꯦꯅꯒꯠꯂꯀꯄꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯈꯉꯕꯥ
youth and make appropriate referrals for,ꯅꯍꯥꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯒꯤꯗꯃꯛ ꯃꯇꯤꯛ ꯆꯥꯕꯥ ꯔꯤꯐꯔꯦꯜ ꯇꯧꯕꯥ
