en,mni-Mtei
"increase or decrease a behavior. Through this process, an association is formed",ꯂꯃꯆꯠ-ꯁꯥꯖꯠ ꯑꯃꯥ ꯍꯦꯅꯒꯠꯍꯅꯕꯥ ꯅꯠꯠꯔꯒꯥ ꯍꯟꯊꯍꯅꯕꯥ꯫
"between the behavior and the consequences for that behavior. For example,",ꯂꯃꯆꯠ-ꯁꯥꯖꯠ ꯑꯃꯁꯨꯡ ꯂꯃꯆꯠ-ꯁꯥꯖꯠ ꯑꯗꯨꯒꯤ ꯐꯂꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ꯫
imagine that a trainer is trying to teach a dog to fetch a ball. When the dog,ꯇ꯭ꯔꯦꯅꯔ ꯑꯃꯅꯥ ꯀꯨꯠꯇꯥ ꯕꯣꯜ ꯑꯃꯥ ꯂꯧꯅꯕꯥ ꯇꯝꯕꯤꯅꯕꯥ ꯍꯣꯠꯅꯔꯤ ꯍꯥꯌꯅꯥ ꯈꯅꯕꯤꯌꯨ꯫
"successful chases and picks up the ball, the dog receives praise as a reward","ꯃꯥꯌ ꯄꯥꯛꯅꯥ ꯆꯦꯁ ꯇꯧꯏ ꯑꯃꯁꯨꯡ ꯕꯣꯜ ꯑꯗꯨ ꯂꯧꯊꯣꯀꯏ, ꯀꯨꯠꯇꯥ ꯃꯅꯥ ꯑꯃꯥ ꯑꯣꯏꯅꯥ ꯊꯥꯒꯠꯄꯥ ꯐꯪꯏ"
"When the animal fails to retrieve the ball, the trainer withholds the praise",ꯁꯥ ꯑꯗꯨꯅꯥ ꯕꯣꯜ ꯑꯗꯨ ꯂꯧꯊꯣꯀꯄꯥ ꯉꯃꯗꯕꯥ ꯃꯇꯃꯗꯥ ꯇ꯭ꯔꯦꯅꯤꯡ ꯇꯧꯔꯤꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯅꯥ ꯊꯥꯒꯠꯄꯥ ꯑꯗꯨ ꯊꯤꯡꯖꯤꯜꯂꯤ
"Eventually, the dog forms an association between his behavior of fetching the","ꯂꯣꯏꯁꯤꯜꯂꯀꯄꯗꯥ, ꯌꯨꯃꯁꯥ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯂꯃꯆꯠ-ꯁꯥꯖꯠ ꯑꯗꯨ ꯂꯧꯁꯤꯅꯕꯒꯤ ꯃꯔꯛꯇꯥ ꯑꯦꯁꯣꯁꯤꯑꯦꯁꯟ ꯑꯃꯥ ꯁꯦꯝꯃꯤ꯫"
ball and receiving the desired reward,ꯕꯜꯕ ꯑꯃꯁꯨꯡ ꯑꯄꯥꯝꯕꯥ ꯃꯅꯥ ꯐꯪꯂꯕꯥ .
Consequence,ꯐꯜ ꯑꯗꯨ .
Definition,ꯋꯥꯡꯟꯊꯣꯛ
Example,ꯈꯨꯗꯝ
Receive reinforcer,ꯔꯤꯏꯅꯐꯣꯔꯁꯔ ꯔꯤꯁꯤꯚ ꯇꯧꯕꯥ
(positive,(ꯑꯐꯕ
reinforcement),ꯔꯤꯏꯅꯐꯣꯔꯁꯃꯦꯟꯇ ꯇꯧꯕꯥ)꯫
A behavior is followed by,ꯂꯃꯆꯠ ꯑꯃꯒꯤ ꯃꯇꯨꯡ ꯏꯟꯅꯥ .
the presentation of a positive,ꯄꯣꯖꯤꯇꯤꯕ ꯑꯣꯏꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯒꯤ ꯄ꯭ꯔꯖꯦꯟꯇꯦꯁꯟ ꯑꯗꯨ ꯑꯦꯟ.ꯗꯤ.ꯑꯦ.
