en,mni-Mtei
"quite  abandoned them.  But, now  I believe that the mark of the",ꯃꯈꯣꯌꯁꯤꯡ ꯑꯗꯨ ꯌꯥꯝꯅꯥ ꯊꯥꯗꯣꯀꯈꯤ꯫
"red cross is fatal to them, and that they have no part in His","ꯔꯦꯗ ꯀ꯭ꯔꯣꯁ ꯑꯁꯤ ꯃꯈꯣꯌꯗꯥ ꯁꯤꯍꯅꯕꯥ ꯌꯥꯕꯥ ꯑꯃꯅꯤ, ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯁꯔꯨꯛ ꯑꯃꯥ ꯂꯩꯇꯦ ꯍꯥꯌꯅꯥ ."
"mercies.  And them and their descendants,  to the  last of their",ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ꯫
"race, I, Alexandre Manette, unhappy prisoner, do this last night","ꯔꯦꯁ, ꯑꯩ, ꯑꯂꯦꯀꯖꯦꯟꯗꯔ ꯃꯦꯅꯦꯠ, ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯖꯦꯂꯗꯥ ꯂꯩꯕꯥ, ꯉꯔꯥꯡ ꯅꯨꯃꯤꯗꯥꯡ ꯃꯁꯤ ꯇꯧꯕꯤꯌꯨ"
"of the year 1767, in my unbearable agony, denounce to the","ꯆꯍꯤ ꯱꯷꯶꯷ꯀꯤ ꯃꯅꯨꯡꯗꯥ, ꯑꯩꯒꯤ ꯊꯣꯏꯗꯣꯀꯄꯥ ꯑꯋꯥꯕꯥ ꯇꯥꯔꯕꯥ ꯃꯇꯃꯗꯥ, ꯑꯦꯟ.ꯗꯤ.ꯑꯦ."
times when all these things shall be answered for. I denounce,ꯄꯣꯠ ꯄꯨꯝꯅꯃꯛ ꯑꯁꯤꯒꯤ ꯄꯥꯎꯈꯨꯝ ꯄꯤꯒꯗꯕꯥ ꯃꯇꯃꯁꯤꯡ꯫
them to Heaven and to earth.”,ꯃꯈꯣꯌꯁꯤꯡ ꯑꯗꯨ ꯁ꯭ꯕꯔꯒꯗꯥ ꯑꯃꯁꯨꯡ ꯄ꯭ꯔ꯭ꯏꯊꯤꯕꯤꯗꯥ ꯌꯧꯅꯕꯥ꯫”
A terrible sound arose when the reading of this document was,ꯗꯣꯀꯨꯃꯦꯟꯇ ꯑꯁꯤ ꯄꯥꯕꯥ ꯃꯇꯃꯗꯥ ꯑꯀꯤꯕꯥ ꯄꯣꯀꯍꯅꯕꯥ ꯈꯣꯟꯖꯦꯜ ꯑꯃꯥ ꯊꯣꯀꯈꯤ꯫
done. A sound of craving and eagerness that had nothing,ꯇꯧꯈ꯭ꯔꯦ.
articulate in it but blood. The narrative called up the most,ꯃꯁꯤꯗꯥ ꯑꯥꯔꯇꯤꯀꯨꯂꯦꯁꯟ ꯇꯧꯕꯥ ꯑꯗꯨꯕꯨ ꯏ꯫
"revengeful passions of the time, and there was not a head in the","ꯃꯇꯝ ꯑꯗꯨꯒꯤ ꯔꯤꯚꯦꯟꯖꯐꯨꯜ ꯄꯦꯁꯅꯁꯤꯡ, ꯑꯃꯁꯨꯡ ."
"nation but must have dropped before it. Little need, in presence",ꯖꯥꯇꯤ ꯑꯗꯨꯕꯨ ꯃꯁꯤꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯊꯨꯒꯥꯏꯔꯝꯂꯒꯅꯤ꯫
"of that tribunal and that auditory, to show how the Defarges","ꯑꯗꯨꯒꯤ ꯇ꯭ꯔꯥꯏꯕ꯭ꯌꯨꯅꯦꯜ ꯑꯃꯁꯨꯡ ꯑꯗꯨꯒꯨꯝꯕꯥ ꯑꯣꯗꯤꯇꯣꯔꯤ ꯑꯗꯨꯒꯤ, ꯃꯇꯧ ꯀꯔꯝꯅꯥ ꯗꯤꯐꯦꯔꯖꯁꯤꯡꯅꯥ ."
