en,mni-Mtei
writhing in the heather at his feet,ꯃꯍꯥꯛꯀꯤ ꯈꯣꯡꯗꯥ ꯂꯩꯕꯥ ꯍꯤꯗꯥꯛ ꯑꯗꯨꯗꯥ ꯋꯥꯏꯔꯞ ꯇꯧꯕꯥ
"‘Kill it, kill it, kill it . . .’ the Savage went on shouting","‘ꯍꯥꯌꯌꯨ, ꯍꯥꯠꯂꯨ, ꯍꯥꯠꯂꯨ ."
"Then suddenly somebody started singing ‘Orgy-porgy,’ and in a",ꯑꯗꯨꯗꯒꯤ ꯈꯉꯍꯧꯗꯅꯥ ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯅꯥ ‘ꯑꯣꯔꯖꯤ-ꯄꯣꯔꯖꯤ’ ꯍꯥꯌꯅꯥ ꯏꯕꯥ ꯍꯧꯔꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯑꯦ.
"moment they had all caught up the refrain and, singing, had","ꯃꯣꯃꯦꯟꯇ ꯃꯈꯣꯌꯅꯥ ꯄꯨꯝꯅꯃꯛꯅꯥ ꯔꯤꯐ꯭ꯔꯦꯟ ꯑꯗꯨ ꯂꯧꯈꯠꯈꯤ ꯑꯃꯁꯨꯡ, ꯏꯁꯩ ꯁꯀꯈꯤ, ."
"begun to dance. Orgy- porgy, round and round and round,",ꯅꯥꯠ ꯍꯧꯕꯥ ꯍꯧꯈꯤ꯫
beating one another in six-eight time. Orgy-porgy . .,꯶-꯸ꯒꯤ ꯃꯇꯃꯗꯥ ꯑꯃꯒꯥ ꯑꯃꯒꯥ ꯃꯥꯏꯊꯤꯕꯥ ꯄꯤꯕꯥ꯫
It was after midnight when the last of the helicopters took its,ꯍꯦꯂꯤꯀꯣꯞꯇꯔꯁꯤꯡꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯑꯔꯣꯏꯕꯥ ꯑꯣꯏꯅꯥ ꯃꯁꯤꯒꯤ .
"flight. Stupefied by soma, and exhausted by a long-drawn",ꯄꯥꯏꯕ.
"frenzy of sensuality, the Savage lay sleeping in the heather. The","ꯁꯦꯟꯁ꯭ꯌꯨꯑꯦꯂꯤꯇꯤꯒꯤ ꯐ꯭ꯔꯦꯟꯁꯤ, ꯁꯦꯚꯦꯖ ꯑꯁꯤ ꯍꯤꯗꯥꯛ ꯂꯥꯡꯊꯛꯇꯥ ꯁꯨꯕꯥ ꯂꯦꯄꯈꯤ꯫"
"sun was already high when he awoke. He lay for a moment,",ꯅꯨꯃꯤꯠꯅꯥ ꯋꯥꯈꯜ ꯋꯥꯕꯥ ꯃꯇꯃꯗꯥ ꯍꯥꯟꯅꯗꯒꯤ ꯋꯥꯡꯅꯥ ꯂꯩꯔꯝꯃꯤ꯫
304,꯳꯰꯴ꯗꯥ ꯊꯣꯀꯈꯤ꯫
blinking in owlish incomprehension at the light; then suddenly,ꯃꯉꯥꯂꯗꯥ ꯑꯣꯎꯂꯤꯁ ꯏꯅꯀꯃꯞꯔꯦꯍꯦꯟꯁꯤꯕꯇꯥ ꯃꯤꯠ ꯎꯗꯕꯥ;
remembered—everything,ꯅꯤꯡꯁꯤꯡꯕꯥ—ꯄꯨꯝꯅꯃꯛ
"‘Oh, my God, my God!’ He covered his eyes with his hand","‘ꯑꯣ, ꯑꯩꯒꯤ ꯏꯁ꯭ꯕꯔ, ꯑꯩꯒꯤ ꯏꯁ꯭ꯕꯔ!’ ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯃꯤꯠ ꯑꯗꯨ ꯃꯍꯥꯛꯀꯤ ꯈꯨꯠꯅꯥ ꯀꯨꯄꯁꯤꯜꯂꯀꯈꯤ꯫"
That evening the swarm of helicopters that came buzzing,ꯅꯨꯃꯤꯠ ꯑꯗꯨꯒꯤ ꯅꯨꯡꯊꯤꯂꯗꯥ ꯕꯨꯖꯔꯀꯄꯥ ꯂꯥꯀꯄꯥ ꯍꯦꯂꯤꯀꯣꯞꯇꯔꯁꯤꯡꯒꯤ ꯁꯣꯔꯝ
across the Hog’s Back was a dark cloud ten kilometres long. The,ꯍꯣꯒ’ꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯀꯤꯂꯣꯃꯤꯇꯔ ꯇꯔꯥ ꯂꯥꯞꯅꯥ ꯂꯩꯕꯥ ꯑꯃꯝꯕꯥ ꯅꯨꯡꯁꯤꯠ ꯑꯃꯥ ꯂꯩꯔꯝꯃꯤ꯫
description of last night’s orgy of atonement had been in all the,ꯉꯔꯥꯡ ꯅꯨꯃꯤꯗꯥꯡꯒꯤ ꯑꯇꯣꯞꯄꯒꯤ ꯑꯣꯔꯖꯤꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯐꯣꯉꯗꯣꯀꯄꯥ ꯑꯁꯤ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯑꯣꯏꯈꯤꯕꯅꯤ꯫
papers,ꯄꯦꯄꯔꯁꯤꯡ
"‘Savage!’ called the first arrivals, as they alighted from their","‘ꯁꯦꯚꯦꯖ!’ ꯀꯧꯕꯥ ꯑꯍꯥꯅꯕꯥ ꯂꯥꯀꯄꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ, ꯃꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯐꯃꯗꯒꯤ ꯂꯥꯀꯄꯥ ꯃꯇꯃꯗꯥ꯫"
machine. ‘Mr,ꯃꯦꯁꯤꯟ.
Savage!’,ꯂꯨꯖꯗꯕ!'
There was no answer,ꯄꯥꯎꯈꯨꯝ ꯑꯃꯠꯇꯥ ꯂꯩꯈꯤꯗꯦ .
The door of the lighthouse was ajar. They pushed it open and,ꯂꯥꯏꯠꯍꯥꯎꯁꯀꯤ ꯊꯣꯡ ꯑꯗꯨ ꯑꯖꯥꯔ ꯑꯣꯏꯈꯤ꯫
walked into a shuttered twilight. Through an archway on the,ꯊꯣꯡ ꯂꯣꯜꯂꯕꯥ ꯇ꯭ꯌꯨꯏꯂꯥꯏꯠ ꯑꯃꯗꯥ ꯆꯠꯈꯤ꯫
further side of the room they could see the bottom of the,ꯔꯨꯃꯒꯤ ꯃꯈꯥ ꯇꯥꯕꯥ ꯃꯐꯃꯗꯥ ꯃꯈꯣꯌꯅꯥ ꯎꯕꯥ ꯐꯪꯈꯤ ꯃꯗꯨꯗꯤ .
staircase that led up to the higher floors. Just under the crown,ꯑꯋꯥꯡꯕꯥ ꯐ꯭ꯂꯣꯔꯁꯤꯡꯗꯥ ꯆꯠꯄꯥ ꯌꯥꯕꯥ ꯁ꯭ꯇꯦꯔꯀꯦꯁ꯫
of the arch dangled a pair of feet,ꯑꯔꯆꯀꯤ ꯈꯣꯡꯎꯄꯀꯤ ꯃꯊꯛꯇꯥ ꯆꯦꯟꯊꯈꯤꯕꯥ .
‘Mr. Savage!’,‘ꯁ꯭ꯔꯤ.
"Slowly, very slowly, like two unhurried compass needles, the feet","ꯇꯞꯅꯥ ꯇꯞꯅꯥ, ꯌꯥꯝꯅꯥ ꯇꯞꯅꯥ, ꯑꯀꯅꯕꯥ ꯀꯝꯄꯥꯁ ꯅꯤꯜ ꯑꯅꯤꯒꯨꯝꯅꯥ, ꯈꯣꯡꯗꯥ"
