en,mni-Mtei
‘Of course there’s no need to give him up. Have somebody else,‘ꯇꯁꯦꯡꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯊꯥꯗꯣꯀꯄꯒꯤ ꯃꯊꯧ ꯇꯥꯗꯦ꯫
"from time to time, that’s all. He has other girls, doesn’t he?’","ꯃꯇꯝ ꯃꯇꯃꯒꯤ ꯑꯣꯏꯅꯥ, ꯃꯗꯨ ꯈꯛꯇꯅꯤ꯫"
Lenina admitted it,ꯂꯦꯅꯤꯅꯥ ꯑꯦꯗꯃꯤꯠ ꯇꯧꯈꯤ
50,꯵꯰ ꯑꯃꯁꯨꯡ ꯵꯰꯫
‘Of course he does. Trust Henry Foster to be the perfect,‘ꯑꯆꯨꯝꯕꯅꯤ ꯃꯍꯥꯛꯅꯥ ꯇꯧꯏ꯫
gentleman— always correct. And then there’s the Director to,ꯖꯦꯟꯇꯂꯃꯦꯟ— ꯃꯇꯝ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯑꯆꯨꯝꯕꯥ꯫
think of. You know what a stickler . . .’,ꯈꯅꯕꯤꯌꯨ꯫
"Nodding, ‘He patted me on the behind this afternoon,’ said","ꯅꯣꯀꯄꯥ, ‘ꯑꯩꯍꯥꯀꯄꯨ ꯉꯁꯤ ꯅꯨꯃꯤꯗꯥꯡꯋꯥꯏꯔꯃꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯊꯨꯒꯥꯏꯈꯤ’ ꯍꯥꯌꯅꯥ ꯍꯥꯌꯈꯤ꯫"
Lenina,ꯂꯦꯅꯤꯅꯥ
"‘There, you see!’ Fanny was triumphant. ‘That shows what he","‘ꯃꯐꯃꯗꯨꯗꯥ, ꯅꯉꯅꯥ ꯎꯔꯤꯕꯅꯤ!’ ꯐ꯭ꯌꯥꯅꯤꯅꯥ ꯃꯥꯏꯄꯥꯀꯈꯤ꯫"
stands for,ꯒꯤꯗꯃꯛ ꯁ꯭ꯇꯦꯟꯗꯁꯤꯡ .
