en,mni-Mtei
(said he); but as yet there is not evidence sufficient for his,(ꯍꯥꯌꯈꯤ ꯍꯥꯌꯅꯥ ꯍꯥꯌꯈꯤ);
"conviction; and as for this young man, the justice could do no less than",ꯋꯥꯌꯦꯜ ꯄꯤꯕꯥ;
"commit him, as the postilion swore point-blank to his identity.’ ‘So","ꯃꯍꯥꯀꯄꯨ ꯀꯃꯤꯠ ꯇꯧ, ꯄꯣꯁ꯭ꯇꯤꯂꯤꯌꯅꯅꯥ ꯄꯣꯏꯟꯇ-ꯕ꯭ꯂꯦꯉ꯭ꯛ ꯑꯗꯨ ꯃꯍꯥꯛꯀꯤ ꯑꯥꯏꯗꯦꯟꯇꯤꯇꯤꯗꯥ ꯋꯥꯁꯀꯈꯤ꯫’ ‘ꯃꯔꯝ ꯑꯗꯨꯅꯥ꯫"
if this rascally postilion should persist in the falsity to which he is,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯁꯤꯒꯤ ꯔꯥꯁꯀꯦꯜ ꯑꯣꯏꯅꯥ ꯄꯣꯖ ꯇꯧꯕꯥ ꯑꯁꯤ ꯃꯍꯥꯛꯅꯥ ꯂꯩꯔꯤꯕꯥ ꯑꯔꯥꯅꯕꯥ ꯑꯗꯨꯗꯥ ꯂꯦꯡꯗꯅꯥ ꯂꯩꯒꯗꯕꯅꯤ .
"sworn (said I), this innocent lad may be brought to the gallows.’","ꯁꯄꯊꯅꯥ (sid i), ꯃꯔꯥꯜ ꯂꯩꯖꯗ꯭ꯔꯕꯥ ꯂꯃꯆꯠ ꯑꯁꯤ ꯒꯦꯂꯣꯁꯇꯥ ꯄꯨꯔꯀꯄꯥ ꯌꯥꯏ꯫’"
"The constable observed, that he would have time enough to prepare","ꯀꯟꯁꯇꯦꯕꯜ ꯑꯗꯨꯅꯥ ꯑꯣꯕꯖꯥꯔꯚ ꯇꯧꯈꯤ, ꯃꯗꯨꯗꯤ ꯃꯍꯥꯛꯅꯥ ꯁꯦꯝ ꯁꯥꯕꯒꯤ ꯃꯇꯝ ꯃꯇꯤꯛ ꯆꯥꯅꯥ ꯐꯪꯒꯅꯤ"
"for his trial, and might prove an alibi; or, perhaps, Martin might be","ꯃꯍꯥꯛꯀꯤ ꯇ꯭ꯔꯥꯏꯑꯦꯂꯒꯤꯗꯃꯛ, ꯑꯃꯁꯨꯡ ꯑꯂꯤꯕꯤ ꯑꯃꯥ ꯑꯣꯏꯅꯥ ꯄ꯭ꯔꯃꯥꯟ ꯇꯧꯕꯥ ꯌꯥꯏ;"
"apprehended and convicted for another fact; in which case, he might be",ꯑꯇꯣꯞꯄꯥ ꯋꯥꯐꯝ ꯑꯃꯒꯤꯗꯃꯛ ꯂꯧꯈꯠꯄꯥ ꯑꯃꯁꯨꯡ ꯗꯣꯁꯤ ꯑꯣꯏꯕꯥ;
"prevailed upon to take this affair upon himself; or, finally, if these",ꯃꯁꯤꯒꯤ ꯊꯧꯗꯣꯛ ꯑꯁꯤ ꯃꯁꯥꯃꯀꯄꯨ ꯂꯧꯁꯤꯅꯖꯕꯗꯥ ꯃꯥꯌ ꯄꯥꯀꯈꯤ;
"chances should fail, and the evidence stand good against Clinker,","ꯆꯥꯟꯁꯁꯤꯡ ꯑꯁꯤ ꯃꯥꯌ ꯄꯥꯛꯀꯗꯕꯅꯤ, ꯑꯃꯁꯨꯡ ꯄ꯭ꯔꯃꯥꯅꯁꯤꯡ ꯑꯁꯤ ꯀ꯭ꯂꯤꯅꯀꯥꯔꯒꯤ ꯃꯥꯌꯣꯛꯇꯥ ꯑꯐꯕꯥ ꯑꯣꯏꯔꯤ,"
