en,mni-Mtei
on earth youd want to squander one second of this heavenly,on earth youd ꯑꯁꯤꯅꯥ ꯁ꯭ꯕꯔꯒꯒꯤ ꯁꯦꯀꯦꯟꯗ ꯑꯃꯒꯤ ꯁꯦꯀꯦꯟꯗ ꯑꯃꯥ ꯁ꯭ꯛꯌꯥꯟꯗꯥꯔ ꯇꯧꯕꯥ ꯄꯥꯝꯃꯤ
day on But alas he has spotted you Its too late,DAY ON BUT ALLAS ꯃꯍꯥꯛꯅꯥ ꯅꯉꯕꯨ ꯎꯔꯦ ꯃꯁꯤ ꯌꯥꯝꯅꯥ ꯂꯦꯠ .
Hey how ya doin? he waves,ꯍꯥꯌ ꯍꯥꯎ ꯌꯥ ꯗꯣꯏꯟ?
up your pace and pass him,ꯅꯍꯥꯛꯀꯤ ꯈꯣꯡꯖꯦꯜ ꯑꯗꯨ ꯋꯥꯡꯈꯠꯍꯜꯂꯨ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯀꯄꯨ ꯄꯥꯁ ꯇꯧꯕꯤꯌꯨ .
Where didja go on vacation? he calls back,ꯗꯤꯗꯖꯥ ꯀꯗꯥꯌꯗꯥ ꯁꯨꯇꯤ ꯆꯠꯀꯗꯒꯦ?
Darn you must now turn back and chat for a bit At this,ꯗꯥꯔꯟ ꯅꯍꯥꯛꯅꯥ ꯍꯧꯖꯤꯛ ꯍꯜꯂꯀꯄꯥ ꯇꯥꯏ ꯑꯃꯁꯨꯡ ꯃꯁꯤꯗꯥ ꯈꯔꯥ ꯋꯥꯔꯤ ꯁꯥꯟꯅꯒꯗꯕꯅꯤ .
point most peoples bodies belie their mock friendly words,ꯄꯣꯏꯟꯇ ꯑꯌꯥꯝꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤ ꯍꯀꯆꯥꯡꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯣꯛ ꯐ꯭ꯔꯦꯟꯗꯂꯤ ꯑꯣꯏꯕꯥ ꯋꯥꯍꯩꯁꯤꯡ ꯂꯥꯟꯅꯥ ꯂꯧꯏ
Like a horse backing away from a cruel handler they prance,ꯀ꯭ꯔꯣꯁ ꯍꯦꯟꯗꯂꯔ ꯑꯃꯗꯒꯤ ꯂꯥꯞꯅꯥ ꯂꯩꯕꯥ ꯍꯨꯏ ꯑꯃꯒꯨꯝ ꯃꯈꯣꯌꯅꯥ ꯄ꯭ꯔꯦꯟꯁ ꯇꯧꯕꯥ
backward Th eir bucking is obvious and their snorts almost,ꯕꯦꯀꯋꯥꯔꯗ ꯊ ꯏꯌꯔ ꯕꯀꯤꯡ ꯑꯁꯤ ꯃꯌꯦꯛ ꯁꯦꯡꯏ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯁ꯭ꯅꯣꯔꯇꯁꯤꯡ ꯑꯁꯤ ꯆꯥꯎꯔꯥꯛꯅꯥ .
186  How to Instantly Connect with Anyone,186 ꯃꯇꯧ ꯀꯔꯝꯅꯥ ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯒꯥ ꯈꯨꯗꯛꯇꯥ ꯁꯝꯅꯒꯅꯤ .
audible Th en they gallop o  leaving their acquaintance feel,ꯑꯣꯗꯤꯕꯜ ꯊ ꯑꯦꯟ ꯃꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯔꯨꯞ ꯑꯣꯏꯕꯒꯤ ꯐꯤꯚꯝ ꯊꯥꯗꯣꯀꯄꯥ o
ing like trodden hay,ing ꯂꯥꯏꯛ ꯇ꯭ꯔꯣꯗꯟ ꯍꯦ .
Do not do that to people! Dont ruthlessly perform the,ꯃꯤꯑꯣꯏꯕꯗꯥ ꯃꯗꯨ ꯇꯧꯔꯣꯏꯗꯕꯅꯤ!
rude breakaway dance Just because youre still facing them,ꯔꯨꯗ ꯕ꯭ꯔꯦꯀꯋꯦ ꯗꯥꯟꯁ ꯈꯛꯇꯅꯥ ꯃꯔꯃꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯍꯧꯖꯤꯀꯁꯨ ꯃꯈꯣꯌꯒꯥ ꯃꯥꯌꯣꯛꯅꯔꯤꯕꯅꯤ꯫
you think they dont notice you are backing away? Its as obvi,ꯃꯈꯣꯌꯅꯥ ꯈꯜꯂꯤ ꯃꯗꯨꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯍꯜꯂꯛꯂꯤ ꯍꯥꯌꯕꯥ ꯈꯉꯗꯦ?
ous as thumbing your nose at them,ꯃꯈꯣꯌꯗꯥ ꯅꯍꯥꯛꯀꯤ ꯅꯥꯀꯣꯡ ꯑꯗꯨ ꯊꯨꯃꯖꯤꯅꯕꯥ ꯑꯣꯏꯅꯥ ous
Instead use the following Little Trick which speeds you,ꯃꯗꯨꯒꯤ ꯃꯍꯨꯠꯇꯥ ꯃꯈꯥꯗꯥ ꯄꯤꯔꯤꯕꯥ ꯂꯤꯇꯜ ꯇ꯭ꯔꯤꯛ ꯑꯁꯤ ꯁꯤꯖꯤꯟꯅꯧ ꯃꯗꯨꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯈꯣꯡꯖꯦꯜ ꯌꯥꯡꯍꯜꯂꯤ .
toward salvation and your destination It also makes the bore,ꯑꯔꯥꯟ ꯈꯨꯕꯝ ꯑꯃꯁꯨꯡ ꯑꯗꯣꯃꯒꯤ ꯄꯟꯊꯨꯡꯐꯝ ꯑꯁꯤꯒꯤ ꯃꯥꯌꯀꯩꯗꯥ ꯃꯁꯤꯅꯥ ꯕꯣꯔ .
admire you more Sound impossible? Heres the Plan,ꯑꯗꯣꯃꯕꯨ ꯍꯦꯟꯅꯥ ꯁꯥꯎꯟꯗ ꯑꯣꯏꯗꯕꯥ ꯌꯥꯏ?
When you spot the windbag who wants to snare you into con,ꯅꯍꯥꯛꯅꯥ ꯋꯥꯏꯟꯁꯕꯦꯒ ꯑꯗꯨ ꯎꯔꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯅꯍꯥꯀꯄꯨ ꯀꯟꯗꯥ ꯁꯣꯀꯍꯅꯕꯥ ꯄꯥꯝꯃꯤ꯫
versation pick up your speed so he will see you walking briskly,ꯕꯔꯁꯦꯁꯟ ꯅꯍꯥꯛꯀꯤ ꯈꯣꯡꯖꯦꯜ ꯑꯗꯨ ꯂꯧꯈꯠꯂꯨ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯛꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯆꯠꯄꯥ ꯎꯒꯅꯤ
as though you are late somewhere Your brisk walk con rms,ꯑꯗꯣꯝꯅꯥ ꯃꯐꯝ ꯑꯃꯗꯥ ꯂꯦꯞꯄꯥ ꯂꯩꯇꯅꯥ ꯑꯗꯣꯃꯒꯤ ꯕ꯭ꯔꯤꯁ꯭ꯛ ꯋꯥꯛ ꯀꯟ rms .
your story later,ꯑꯗꯣꯃꯒꯤ ꯋꯥꯔꯤ ꯑꯗꯨ ꯇꯨꯡꯗꯥ .
When almost within speaking distance to your friend,ꯆꯥꯎꯔꯥꯛꯅꯥ ꯋꯥ ꯉꯥꯡꯂꯕꯥ ꯃꯇꯃꯗꯥ ꯅꯍꯥꯛꯀꯤ ꯃꯔꯨꯞ ꯑꯗꯨꯗꯥ .
feign happy surprise and come to a screeching halt Greet him,ꯐꯤꯠ ꯁꯔꯞꯔꯥꯏꯖ ꯑꯃꯁꯨꯡ ꯂꯥꯀꯎ ꯁ꯭ꯛꯔꯤꯆꯤꯡ ꯍꯣꯂꯠ ꯑꯃꯗꯥ ꯇꯔꯥꯝꯅꯥ ꯑꯣꯀꯆꯔꯤ
enthusiastically,ꯊꯋꯥꯏ ꯌꯥꯑꯣꯅꯥ .
Do NOT look rushed,ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯎꯕꯥ ꯐꯪꯒꯅꯨ .
Do NOT step back,ꯈꯣꯡꯊꯥꯡ ꯑꯃꯥ ꯊꯥꯡꯖꯤꯜꯂꯣꯏꯗꯕꯅꯤ
Do NOT start prancing in place,ꯃꯐꯝ ꯑꯗꯨꯗꯥ ꯄ꯭ꯔꯦꯟꯁꯤꯡ ꯇꯧꯕꯥ ꯍꯧꯒꯅꯨ .
Train your face to say Im really looking forward to yak,ꯇ꯭ꯔꯦꯅꯤꯡ ꯅꯍꯥꯛꯀꯤ ꯃꯥꯌꯊꯣꯡ ꯇꯥꯅꯕꯥ ꯌꯥꯏ im ley looging toard to yak .
king it up with you Con rm this with an Ive got all the,ꯀꯤꯡ ꯏꯠ ꯑꯥꯞ ꯋꯤꯊ ꯏꯎ ꯀꯟ ꯔꯝ ꯑꯦꯠ ꯋꯤꯊ ꯏꯚ ꯒꯠ ꯑꯣꯜ ꯗꯤ
time in the world for you demeanor Th en DO yak it upfor,ꯇꯥꯏꯝ ꯏꯟ ꯗꯤ ꯋꯥꯔꯜꯗ ꯐꯔ ꯏꯎ ꯗꯦꯃꯤꯅꯔ ꯊ ꯑꯦꯟ ꯗꯣ ꯌꯥꯛ ꯏꯠ ꯑꯄꯐꯣꯔ
forty ve seconds Th at is the minimum time to qualify it as,ꯐꯣꯔꯇꯤ ꯚꯦ ꯁꯦꯀꯦꯟꯗ ꯊ ꯑꯦꯠ ꯑꯁꯤ ꯀ꯭ꯕꯥꯂꯤꯐꯥꯏ ꯇꯧꯕꯒꯤ ꯃꯤꯅꯤꯃꯝ ꯑꯣꯏꯕꯥ ꯃꯇꯃꯅꯤ .
a bona  de conversation Look laid back and go nice and slow,ꯕꯣꯅꯥ ꯗꯦ ꯋꯥꯔꯤ ꯁꯥꯅꯕꯥ ꯑꯃꯥ ꯂꯦꯏꯕꯥ ꯑꯃꯁꯨꯡ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯑꯃꯁꯨꯡ ꯇꯞꯅꯥ ꯇꯞꯅꯥ ꯆꯠꯄꯥ ꯎꯕꯥ ꯐꯪꯏ
during your convivial chat,ꯅꯍꯥꯛꯀꯤ ꯀꯅꯚꯤꯚꯤꯑꯦꯜ ꯆꯦꯠꯀꯤ ꯃꯇꯃꯗꯥ .
pointed and explain regretfully you are late for a meeting a,ꯄꯣꯏꯟꯇ ꯑꯃꯁꯨꯡ ꯑꯦꯛꯁꯞꯂꯦꯟ ꯇꯧꯗꯨꯅꯥ ꯑꯗꯣꯝꯅꯥ ꯃꯤꯐꯝ ꯑꯃꯒꯤꯗꯃꯛ ꯂꯦꯞꯄꯥ ꯂꯩꯇꯅꯥ ꯋꯥꯔꯤ ꯁꯥꯅꯔꯤ
date an appointment a funeral a whatever,ꯑꯦꯄꯣꯏꯟꯇꯃꯦꯟꯇ ꯑꯃꯥ ꯗꯦꯠ ꯑꯃꯥ ꯐꯤꯅꯥꯔꯦꯜ ꯑꯃꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯥ
How to Escape Bores Without Hurting Th eir Feelings  187,th eir ꯐꯤꯜꯂꯤꯡꯁ 187ꯗꯥ ꯁꯣꯀꯍꯟꯗꯅꯥ ꯕꯣꯔꯦꯁ ꯃꯇꯧ ꯀꯔꯝꯅꯥ ꯂꯥꯄꯊꯣꯛꯀꯅꯤ꯫
Now here is the most important move Walk away at a,ꯍꯧꯖꯤꯛ ꯃꯐꯝ ꯑꯁꯤꯗꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯃꯔꯨꯑꯣꯏꯕꯥ ꯃꯨꯚ ꯋꯥꯛ ꯑꯦꯋꯦ ꯑꯁꯤ ꯑꯦ.
leisurely pace but when you get about ten feet from him break,ꯂꯦꯖꯔ ꯄꯦꯁ ꯑꯗꯨꯕꯨ ꯅꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯐꯃꯗꯒꯤ ꯆꯥꯎꯔꯥꯛꯅꯥ ꯐꯨꯠ ꯇꯔꯥ ꯂꯧꯕꯥ ꯃꯇꯃꯗꯥ ꯕ꯭ꯔꯦꯛ .
into a canter Race away as though you were making up for the,ꯏꯟ ꯏꯟ ꯑꯦ ꯀꯦꯟꯇꯔ ꯔꯦꯁ ꯑꯦꯋꯦ ꯑꯁꯤ ꯑꯗꯣꯝꯅꯥ ꯃꯦꯗꯤꯡ ꯑꯥꯞ ꯇꯧꯔꯀꯄꯒꯨꯝ .
time you lost because you really preferred to stay and chat,ꯃꯇꯝ ꯅꯍꯥꯛꯅꯥ ꯃꯥꯡꯈꯤꯕꯥ ꯃꯇꯝ ꯃꯔꯃꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯇꯁꯦꯡꯅꯥ ꯂꯩꯕꯥ ꯑꯃꯁꯨꯡ ꯆꯦꯠꯅꯥ ꯆꯠꯄꯥ ꯑꯁꯤ ꯍꯦꯟꯅꯥ ꯄꯥꯝꯃꯤ꯫
Hes thinking to himself,ꯃꯍꯥꯛꯅꯥ ꯃꯁꯥꯃꯀꯄꯨ ꯈꯅꯕꯤꯔꯤ .
Whatta guy! He was really rushed But he wanted to talk to,ꯋꯥꯠꯇꯥ ꯒꯥꯏ!
me so much that he risked being late,ꯑꯩꯍꯥꯛ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯂꯦꯠ ꯑꯣꯏꯕꯒꯤ ꯔꯤꯁ꯭ꯛ ꯂꯩꯈꯤ
Th is screeching to a halt microchatting then racing away,ꯇꯤ.ꯑꯩꯆ.ꯅꯥ ꯍꯦꯜꯇ ꯃꯥꯏꯛꯔꯣꯆꯦꯇꯤꯡ ꯑꯃꯗꯥ ꯁ꯭ꯛꯔꯦꯆꯤꯡ ꯇꯧꯏ ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯔꯦꯁꯤꯡ ꯂꯥꯞꯅꯥ ꯂꯩꯔꯤ
like hell Little Trick is also e ective in the corporate halls of,ꯂꯥꯏꯛ ꯍꯦꯜ ꯂꯤꯇꯜ ꯇ꯭ꯔꯤꯛ ꯑꯁꯤꯁꯨ ꯏꯛꯇꯤꯕ ꯑꯣꯏꯅꯥ ꯀꯣꯔꯄꯣꯔꯦꯠ ꯍꯣꯂꯁꯤꯡꯗꯥ .
our great workobsessed country Not only does it get you away,ꯑꯩꯈꯣꯌꯒꯤ ꯑꯆꯧꯕꯥ ꯋꯥꯔꯀꯑꯣꯕꯁ ꯂꯩꯕꯥꯛ ꯑꯁꯤꯅꯥ ꯑꯗꯣꯃꯕꯨ ꯂꯃꯖꯤꯡꯕꯤꯕꯥ ꯈꯛꯇꯥ ꯅꯠꯇꯅꯥ .
from the o  ce bore you encounter in the hall it makes you,ꯐ꯭ꯔꯝ ꯗ꯭ꯌ ꯑꯣ ꯁꯤ ꯕꯣꯔ ꯅꯍꯥꯛꯅꯥ ꯊꯦꯡꯅꯔꯤꯕꯥ ꯍꯣꯂꯗꯥ ꯃꯁꯤꯅꯥ ꯅꯍꯥꯀꯄꯨ .
look like you are rushing to get your work done too! Little Trick 57,ꯑꯗꯣꯃꯒꯤ ꯊꯕꯛ ꯑꯗꯨꯁꯨ ꯄꯥꯡꯊꯣꯛꯅꯕꯥ ꯑꯗꯣꯝꯅꯥ ꯂꯥꯡꯇꯛꯅꯔꯤ ꯍꯥꯌꯕꯥ ꯌꯦꯡꯕꯤꯌꯨ!
Walk Away Slowly Then Let Them,ꯇꯞꯅꯥ ꯇꯞꯅꯥ ꯆꯠꯂꯨ ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯃꯈꯣꯌꯕꯨ .
A quick review on how to escape a bore in  ve easy steps,ꯕꯣꯔ ꯑꯃꯗꯒꯤ ꯀꯔꯝꯅꯥ ꯂꯥꯄꯊꯣꯛꯀꯗꯒꯦ ꯍꯥꯌꯕꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯊꯨꯅꯥ ꯔꯤꯚꯤꯌꯨ ꯇꯧꯕꯥ ꯚꯤ.ꯏ.
1 Wave enthusiastically when you  rst spot her,꯱ ꯋꯦꯕ ꯑꯦꯅꯊꯨꯁꯤꯌꯥꯁ꯭ꯇꯤꯛ ꯑꯣꯏꯅꯥ ꯅꯍꯥꯛꯅꯥ ꯃꯍꯥꯀꯄꯨ rst ꯁ꯭ꯄꯣꯠ ꯇꯧꯕꯥ ꯃꯇꯃꯗꯥ
2 Stop and chat unrushed for forty ve seconds,꯲ ꯁ꯭ꯇꯞ ꯑꯦꯟꯗ ꯆꯦꯠ ꯑꯅꯔꯧꯁ ꯐꯣꯔ ꯐꯣꯔꯇꯤ ꯚꯦ ꯁꯦꯀꯦꯟꯗꯁ
3 Look at your watch and act disappointed,꯳ ꯅꯍꯥꯛꯀꯤ ꯋꯥꯆꯤ ꯑꯗꯨ ꯌꯦꯡꯎ ꯑꯃꯁꯨꯡ ꯅꯤꯡꯍꯟꯅꯗꯕꯥ ꯊꯕꯛ ꯇꯧꯈꯤ
4 Walk slowly away,꯴ ꯇꯞꯅꯥ ꯇꯞꯅꯥ ꯆꯠꯂꯨ
5 After a few yards break into a sprint and run like,꯵ ꯒꯖ ꯈꯔꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯁ꯭ꯞꯔꯤꯟꯇ ꯑꯃꯗꯥ ꯆꯦꯟꯊꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯗꯨꯒꯨꯝꯅꯥ ꯂꯥꯟꯊꯣꯀꯈꯤ꯫
hell,ꯃꯣꯔꯣꯛ
Now she feels valued you retain her respect and it,ꯍꯧꯖꯤꯛꯇꯤ ꯃꯍꯥꯛꯅꯥ ꯚꯦꯜꯌꯨ ꯂꯩꯔꯦ ꯍꯥꯌꯅꯥ ꯈꯜꯂꯦ ꯅꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯏꯀꯥꯌꯈꯨꯝꯅꯕꯥ ꯑꯗꯨ ꯊꯝꯂꯤ ꯑꯃꯁꯨꯡ ꯃꯁꯤ
break dance,ꯕ꯭ꯔꯦꯛ ꯗꯥꯟꯁ .
188,꯱꯸꯸ꯗꯥ ꯊꯣꯀꯈꯤ꯫
How to Read Peoples Minds,ꯃꯇꯧ ꯀꯔꯝꯅꯥ ꯄꯤꯄꯂꯁ ꯃꯥꯏꯟꯗꯁ ꯄꯥꯒꯅꯤ .
About six months ago I was insecure about a chapter I had,ꯆꯥꯎꯔꯥꯛꯅꯥ ꯊꯥ ꯶ꯀꯤ ꯃꯃꯥꯡꯗꯥ ꯑꯩꯍꯥꯛꯅꯥ ꯑꯩꯍꯥꯛꯅꯥ ꯂꯩꯈꯤꯕꯥ ꯆꯦꯞꯇꯔ ꯑꯃꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯏꯅꯁꯦꯛꯌꯨꯔ ꯑꯣꯏꯈꯤ
written for this book so I asked a good friend Ann Torrago,ꯂꯥꯏꯔꯤꯛ ꯑꯁꯤꯒꯤꯗꯃꯛ ꯏꯕꯥ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯑꯩꯅꯥ ꯑꯐꯕꯥ ꯃꯔꯨꯞ ꯑꯃꯗꯥ ꯍꯪꯈꯤ ꯑꯦꯟ ꯇꯣꯔꯥꯒꯣ
to read it Ann is a warmhearted person so even if the chapter,ꯃꯁꯤ ꯄꯥꯕꯥ ꯉꯝꯅꯕꯥ ꯑꯦꯟ ꯑꯁꯤ ꯋꯥꯔꯃꯍꯥꯔꯇꯦꯗ ꯃꯤꯑꯣꯏ ꯑꯃꯅꯤ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯆꯦꯞꯇꯔ ꯑꯃꯥ ꯑꯣꯏꯔꯕꯁꯨ
made her gag she would never tell me,made her gag ꯃꯍꯥꯛꯅꯥ ꯑꯩꯉꯣꯟꯗꯥ ꯀꯩꯗꯧꯉꯩꯗꯁꯨ ꯍꯥꯌꯔꯣꯏ .
