en,mni-Mtei
paying? Again look for patterns What was the price sensitivity of bootstrapped,ꯄꯦꯌꯤꯡ ꯇꯧꯕꯥ?
companies versus funded companies? Who is the prototypical early adopter,ꯀꯝꯄꯦꯅꯤꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ ꯐꯟꯗ ꯄꯤꯕꯥ ꯀꯝꯄꯦꯅꯤꯁꯤꯡ?
and what price will they bear? Can you build a viable business at that price? THE SOLUTION INTERVIEW    143,ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯀꯔꯤ ꯃꯃꯜ ꯄꯤꯒꯅꯤ?
What is the Solution Interview exit criteria? You are done when you can confidently,ꯁꯣꯂꯨꯁꯟ ꯏꯟꯇꯔꯚꯤꯌꯨ ꯑꯦꯒꯖꯤꯠ ꯀ꯭ꯔꯥꯏꯇꯦꯔꯤꯌꯥ ꯑꯁꯤ ꯀꯔꯤꯅꯣ?
identify the demographics of an early adopter,ꯉꯟꯅꯥ ꯑꯦꯗꯣꯞꯇ ꯇꯧꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯒꯤ ꯗꯦꯃꯣꯒ꯭ꯔꯥꯐꯤꯀꯁꯤꯡ ꯈꯪꯗꯣꯀꯄꯥ
have a musthave problem,ꯃꯇꯥꯡꯒꯤ ꯄ꯭ꯔꯣꯕ꯭ꯂꯦꯝ ꯑꯃꯥ ꯂꯩꯕꯥ
can define the minimum features needed to solve this problem and,ꯃꯁꯤꯒꯤ ꯁꯃꯁ꯭ꯌꯥ ꯑꯁꯤ ꯀꯣꯀꯍꯟꯅꯕꯥ ꯃꯊꯧ ꯇꯥꯕꯥ ꯃꯤꯅꯤꯃꯝ ꯐꯤꯆꯔꯁꯤꯡ ꯂꯦꯄꯊꯣꯀꯄꯥ ꯉꯃꯒꯅꯤ ꯑꯃꯁꯨꯡ .
have a price the customer is willing to pay,ꯀꯁ꯭ꯇꯃꯔ ꯑꯗꯨꯅꯥ ꯄꯤꯕꯥ ꯌꯥꯕꯥ ꯃꯃꯜ ꯑꯃꯥ ꯂꯩꯌꯨ .
that you can build a business around using a backoftheenvelope,ꯑꯗꯣꯝꯅꯥ ꯕꯦꯀꯑꯣꯐꯊꯤꯑꯦꯅꯚꯦꯂꯣꯞ ꯑꯃꯥ ꯁꯤꯖꯤꯟꯅꯗꯨꯅꯥ ꯑꯀꯣꯌꯕꯗꯥ ꯕꯤꯖꯤꯅꯦꯁ ꯑꯃꯥ ꯁꯦꯃꯒꯠꯄꯥ ꯌꯥꯒꯅꯤ ꯍꯥꯌꯕꯥ .
calculation,ꯍꯤꯁꯥꯕ ꯇꯧꯕꯥ
144    PART 1 PROBLEMSOLUTION FIT,꯱꯴꯴ ꯄꯥꯔꯠ ꯱ ꯄ꯭ꯔꯣꯕ꯭ꯂꯦꯃꯁꯤꯡ ꯁꯣꯜꯌꯨꯁꯟ ꯇꯧꯕꯥ
PART 2 PRODUCTLAUNCH FIT,ꯄꯥꯔꯠ ꯲ ꯄ꯭ꯔꯗꯛꯇꯂꯣꯟꯆ ꯐꯤꯠ ꯇꯧꯕꯥ
SUMMARY,ꯁꯝꯂꯞꯄ ꯋꯥꯔꯣꯜ
ProductLaunch Fit in one page,ProductLaunch ꯑꯁꯤ ꯄꯦꯖ ꯑꯃꯗꯥ ꯐꯤꯠ ꯑꯣꯏꯅꯥ ꯂꯩꯔꯤ
