en,mni-Mtei
Focusing on What Your Partner Is,ꯅꯍꯥꯛꯀꯤ ꯄꯥꯔꯇꯅꯔ ꯑꯗꯨ ꯀꯔꯤꯅꯣ ꯍꯥꯌꯕꯗꯨꯗꯥ ꯃꯤꯠꯌꯦꯡ ꯊꯝꯕꯥ .
Doing Wrong,ꯑꯔꯥꯅꯕꯥ ꯇꯧꯕꯥ .
13 Putting up With Bnrken Pmmises,꯱꯳ ꯕꯤ.ꯑꯦꯟ.ꯑꯥꯔ.ꯀꯦ.ꯀꯦ.ꯑꯦꯟ.ꯄꯤ.ꯑꯦꯝ.ꯑꯦꯝ.ꯑꯥꯏ.ꯑꯦꯁ.
14 Tryine to Make up While Yout Still Angy,꯱꯴ ꯇ꯭ꯔꯥꯏꯅꯦꯅꯥ ꯃꯦꯛ ꯑꯥꯞ ꯇꯧꯕꯥ ꯃꯇꯃꯗꯥ ꯅꯍꯥꯛꯅꯥ ꯍꯧꯖꯤꯀꯁꯨ ꯑꯦꯉ꯭ꯒꯤ .
15 Not Learning ftnm Your Mistakes,15 NOT TERLING FTNM ꯅꯍꯥꯛꯀꯤ ꯑꯁꯣꯏꯕꯁꯤꯡ
16 Trying to Changs Othets,꯱꯶ ꯑꯣꯊꯦꯠꯁꯤꯡ ꯂꯥꯟꯊꯣꯛꯅꯕꯥ ꯍꯣꯠꯅꯕꯥ .
17 Rebelling Just for the Sake of Rebelling,꯱꯷ ꯔꯤꯕꯦꯜ ꯇꯧꯕꯥ ꯁꯨꯞꯅꯇꯒꯤ ꯔꯤꯕꯦꯜ ꯇꯧꯕꯥ
18 Talking When Nobo0s Listening,꯱꯸ ꯅꯣꯕꯣ꯰ꯁꯤꯡꯅꯥ ꯇꯥꯕꯥ ꯃꯇꯃꯗꯥ ꯋꯥꯔꯤ ꯁꯥꯅꯕꯥ
20 Becoming Obsessive or Compulsive,꯲꯰ ꯑꯣꯕꯁꯦꯁꯤꯕ ꯅꯠꯔꯒꯥ ꯀꯝꯄꯂꯁꯤꯕ ꯑꯣꯏꯕꯥ .
21 Taking Things Too Perconally,꯲꯱ ꯄꯣꯠꯁꯤꯡ ꯌꯥꯝꯅꯥ ꯄꯥꯔꯀꯣꯅꯥꯜ ꯑꯣꯏꯅꯥ ꯂꯧꯕꯥ
22 Acting Too Needy,꯲꯲ ꯑꯦꯛꯇꯤꯕ ꯑꯣꯏꯕꯥ ꯌꯥꯝꯅꯥ ꯃꯊꯧ ꯇꯥꯕꯥ
23 Having UruBalistic Expectations,꯲꯳ ꯌꯨꯔꯨꯕꯤꯂꯤꯁ꯭ꯇꯤꯛ ꯑꯦꯛꯁꯄꯦꯛꯇꯦꯁꯟ ꯂꯩꯕꯥ .
24 Trying to Take Carc of Everybo0,꯲꯴ ꯑꯦꯚꯔꯤꯕꯣꯒꯤ ꯀꯥꯔꯛ ꯂꯧꯅꯕꯥ ꯍꯣꯠꯅꯕꯥ꯫
