en,mni-Mtei
"“Eh well!” said Madame Defarge, raising her eyebrows with a",“ꯏꯍ ꯋꯦꯜ!”
cool business air. “It is necessary to register him. How do they,ꯀꯨꯜ ꯕꯤꯖꯅꯦꯁ ꯑꯦꯌꯔ꯫
call that man?”,ꯃꯤꯑꯣꯏ ꯑꯗꯨꯕꯨ ꯀꯧꯕꯤꯌꯨ?”
“He is English.”,“ꯃꯍꯥꯛ ꯏꯪꯂꯤꯁꯅꯤ꯫”
“So much the better. His name?”,“ꯑꯁꯨꯛ ꯍꯦꯟꯅꯥ ꯐꯩ꯫ ꯃꯍꯥꯛꯀꯤ ꯃꯤꯡ?”
"“Barsad,” said Defarge, making it French by pronunciation. But,","“ꯕꯥꯔꯁꯥꯗ” ꯍꯥꯌꯅꯥ ꯗꯦꯐꯔꯖꯅꯥ ꯍꯥꯌꯔꯀꯈꯤ, ꯃꯗꯨ ꯐ꯭ꯔꯥꯟꯁꯀꯤ ꯋꯥꯍꯩꯅꯥ ꯐ꯭ꯔꯦꯟꯆ ꯑꯣꯏꯍꯅꯈꯤ꯫"
"he had been so careful to get it accurately, that he then spelt it","ꯃꯍꯥꯛꯅꯥ ꯃꯁꯤ ꯑꯆꯨꯝꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯐꯪꯕꯗꯥ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯆꯦꯀꯁꯤꯟꯅꯥ ꯂꯩꯔꯝꯃꯤ, ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯃꯗꯨ ꯁ꯭ꯄꯦꯜ ꯇꯧꯈꯤ"
with perfect correctness,ꯃꯄꯨꯡ ꯐꯥꯕꯥ ꯑꯆꯨꯝꯕꯥ ꯋꯥꯐꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ .
"“Barsad,” repeated madame. “Good. Christian name?” “John.”",“ꯕꯥꯔꯁꯥꯗ” ꯍꯥꯌꯅꯥ ꯃꯦꯗꯃꯅꯥ ꯍꯟꯖꯤꯟ ꯍꯟꯖꯤꯟ ꯍꯥꯌꯔꯀꯏ꯫
"“John Barsad,” repeated madame, after murmuring it once to","“ꯖꯣꯟ ꯕꯥꯔꯁꯥꯗ,” ꯃꯦꯗꯃꯅꯥ ꯍꯟꯖꯤꯟ ꯍꯟꯖꯤꯟ ꯍꯥꯌꯔꯀꯈꯤ, ꯃꯗꯨ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯋꯥꯔꯤ ꯁꯥꯟꯅꯔꯕꯥ ꯃꯇꯨꯡꯗꯥ"
her- self. “Good. His appearance; is it known?”,ꯃꯍꯥꯛꯀꯤ- ꯁꯦꯜꯐ꯫
283,꯲꯸꯳ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"“Age, about forty years; height, about five feet nine; black hair;","“ꯆꯍꯤ, ꯆꯥꯎꯔꯥꯛꯅꯥ ꯆꯍꯤ ꯴꯰;ꯑꯋꯥꯡꯕꯥ, ꯆꯥꯎꯔꯥꯛꯅꯥ ꯐꯨꯠ ꯃꯉꯥ ꯑꯅꯤ;ꯕ꯭ꯂꯦꯛ ꯍꯦꯌꯥꯔ;"
"com- plexion dark; generally, rather handsome visage; eyes",ꯀꯝ- ꯄ꯭ꯂꯦꯛꯁꯟ ꯑꯃꯝꯕꯥ;
"dark, face thin, long, and sallow; nose aquiline, but not straight,","ꯑꯃꯝꯕꯥ, ꯃꯐꯝ ꯑꯗꯨ ꯂꯨꯝꯕꯥ, ꯂꯪꯁ ꯑꯃꯁꯨꯡ ꯁꯦꯂꯣ;"
having a peculiar incli- nation towards the left cheek;,ꯂꯦꯃꯍꯧꯔꯤꯕꯥ ꯆꯦꯛꯂꯥ ꯑꯗꯨꯒꯤ ꯃꯥꯌꯀꯩꯗꯥ ꯑꯈꯟꯅꯕꯥ ꯏꯅꯛꯂꯤꯌꯔ ꯑꯃꯥ ꯂꯩꯕꯥ;
"expression, therefore, sinister.”",ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯋꯥꯍꯩ ꯐꯣꯡꯗꯣꯀꯄꯥ ꯑꯁꯤ ꯌꯥꯝꯅꯥ ꯂꯨꯕꯥ ꯑꯃꯅꯤ꯫”
"“Eh my faith. It is a portrait!” said madame, laughing. “He shall",“ꯏꯍ ꯑꯩꯒꯤ ꯊꯥꯖꯕꯥ꯫ ꯃꯁꯤ ꯄꯣꯠꯊꯥꯐꯝ ꯑꯃꯅꯤ!”
be registered to-morrow.”,ꯍꯌꯦꯡꯗꯥ ꯔꯦꯖꯤꯁ꯭ꯇꯔ ꯇꯧꯕꯤꯌꯨ꯫”
"They turned into the wine-shop, which was closed (for it was","ꯃꯈꯣꯌꯅꯥ ꯋꯥꯏ-ꯁꯣꯃꯗꯥ ꯑꯣꯟꯊꯣꯀꯈꯤ, ꯃꯗꯨ ꯊꯤꯡꯖꯤꯅꯈꯤ (ꯃꯔꯃꯗꯤ ꯃꯁꯤꯅꯤ ."
