en,mni-Mtei
"Schurz M, Radua J, Aichhorn M, Richlan F, Perner J. 2014. Fractionating theory of mind: a meta-analysis of","ꯁꯨꯔꯖ ꯑꯦꯝ, ꯔꯥꯗꯨꯌꯥ ꯖꯦ, ꯑꯩꯆꯍꯣꯔꯟ ꯑꯦꯝ, ꯔꯤꯆꯂꯟ ꯑꯦꯐ, ꯄꯦꯔꯅꯦꯔ ꯖꯦ ꯲꯰꯱꯴.ꯃꯥꯏꯟꯗꯒꯤ ꯐ꯭ꯔꯦꯀꯆꯅꯦꯇꯤꯡ ꯊꯤꯑꯣꯔꯤ: ꯑꯦ ꯃꯦꯇꯥ-ꯑꯦꯅꯥꯂꯥꯏꯁꯤꯁ ꯑꯣꯐ"
functional brain imaging studies. Neurosci. Biobehav. Rev. 42:9–34,ꯐꯉ꯭ꯀꯁꯅꯦꯜ ꯕ꯭ꯔꯦꯟ ꯏꯃꯦꯖꯤꯡ ꯁ꯭ꯇꯗꯤꯁꯤꯡ꯫
"Schwartz SJ, Klimstra TA, Luyckx K, Hale WW III, Meeus WH. 2012. Characterizing the self-system over","ꯁ꯭ꯕꯥꯔꯇꯖ ꯑꯦꯁ.ꯖꯦ., ꯀ꯭ꯂꯤꯃꯁ꯭ꯠꯔꯥ ꯇꯤ.ꯑꯦ., ꯂꯨꯏꯀꯛꯁ ꯀꯦ, ꯍꯦꯜ ꯗꯕꯜꯌꯨ.ꯗꯕꯜꯌꯨ.ꯑꯥꯏ.ꯑꯥꯏ., ꯃꯤꯌꯨꯁ ꯗꯕ꯭ꯂꯤꯎ.ꯑꯩꯆ."
time in adolescence: internal structure and associations with internalizing symptoms. J. Youth Adolesc,ꯏꯅꯈꯠꯂꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯃꯇꯝ: ꯏꯟꯇꯔꯅꯦꯜ ꯁ꯭ꯠꯔꯀꯆꯔ ꯑꯃꯁꯨꯡ ꯏꯟꯇꯔꯅꯦꯂꯥꯏꯖꯤꯡ ꯁꯤꯝꯄꯇꯃꯁꯤꯡꯒꯥ ꯃꯔꯤ ꯂꯩꯅꯕꯥ ꯑꯦꯁꯣꯁꯤꯑꯦꯁꯅꯁꯤꯡ꯫
41:1208–25,꯴꯱:꯱꯲꯰꯸–꯲꯵ꯗꯥ ꯌꯥꯑꯣꯔꯤ꯫
"Scott RM, He Z, Baillargeon R, Cummins D. 2012. False-belief understanding in 2.5-year-olds: evidence from","ꯁ꯭ꯀꯠ ꯑꯥꯔ.ꯑꯦꯝ., ꯍꯦ ꯖꯦꯗ, ꯕꯦꯏꯂꯥꯔꯖꯟ ꯑꯥꯔ, ꯀꯝꯃꯅꯁ ꯗꯤ.꯲꯰꯱꯲.ꯆꯍꯤ ꯲.꯵ꯒꯤ ꯑꯉꯥꯡꯁꯤꯡꯗꯥ ꯑꯔꯥꯅꯕꯥ-ꯊꯥꯖꯕꯥ ꯌꯥꯕꯥ ꯋꯥꯈꯜꯂꯣꯟ: ꯃꯁꯤꯗꯒꯤ ꯄ꯭ꯔꯃꯥꯟ"
two novel verbal spontaneous-response tasks. Dev. Sci. 15:181–93,ꯅꯣꯚꯦꯜ ꯕꯔꯕꯦꯜ ꯁ꯭ꯄꯣꯟꯗꯦꯟꯁ-ꯔꯦꯁ꯭ꯄꯣꯟꯁ ꯇꯥꯁ꯭ꯛ ꯑꯅꯤ꯫
"Silverman MH, Jedd K, Luciana M. 2015. Neural networks involved in adolescent reward processing: an","ꯁꯤꯂꯚꯥꯔꯃꯦꯟ ꯑꯦꯝ.ꯑꯩꯆ., ꯖꯦꯗ ꯀꯦ, ꯂꯨꯁꯤꯌꯥꯅꯥ ꯑꯦꯝ.꯲꯰꯱꯵.ꯑꯦꯗꯣꯂꯁꯦꯟꯇ ꯔꯤꯋꯥꯔꯗ ꯄ꯭ꯔꯣꯁꯦꯁꯤꯡꯗꯥ ꯁꯔꯨꯛ ꯌꯥꯔꯤꯕꯥ ꯅ꯭ꯌꯨꯔꯜ ꯅꯦꯇꯋꯥꯔꯀꯁꯤꯡ: ꯑꯦꯟ."
activation likelihood estimation meta-analysis of functional neuroimaging studies. NeuroImage 122:427–,ꯑꯦꯛꯇꯤꯚꯦꯁꯟ ꯂꯤꯀꯦꯂꯤꯍꯨꯗ ꯑꯦꯁ꯭ꯇꯤꯃꯦꯁꯟ ꯐꯉ꯭ꯀꯁ꯭ꯅꯦꯜ ꯅ꯭ꯌꯨꯔꯣꯏꯃꯦꯖꯤꯡ ꯁ꯭ꯇꯗꯤꯁꯤꯡꯒꯤ ꯃꯦꯇꯥ-ꯑꯦꯅꯥꯂꯥꯏꯁꯤꯁ꯫
39,꯳꯹ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
