en,mni-Mtei
"thundered at the cliffs, and brought the coast down, madly. The","ꯀ꯭ꯂꯤꯐꯁꯤꯡꯗꯥ ꯊꯨꯃꯖꯤꯜꯂꯀꯈꯤ, ꯑꯃꯁꯨꯡ ꯀꯣꯁ꯭ꯇꯦꯜ ꯑꯗꯨ ꯊꯨꯒꯥꯏꯈꯤ, ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ꯫"
air among the houses was of so strong a pisca- tory flavour,ꯌꯨꯃꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ ꯑꯦꯌꯔ ꯑꯁꯤ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯃꯄꯥꯉ꯭ꯒꯜ ꯀꯅꯕꯥ ꯄꯤꯁꯀꯥ- ꯇꯣꯔꯤ ꯐ꯭ꯂꯦꯕꯔ ꯑꯃꯥ ꯑꯣꯏꯈꯤ .
that one might have supposed sick fish went up to be dipped in,ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯅꯥ ꯍꯥꯌꯔꯝꯕꯥ ꯌꯥꯏ ꯍꯥꯌꯅꯥ ꯂꯧꯔꯝꯕꯥ ꯌꯥꯏ ꯍꯥꯌꯅꯥ ꯂꯧꯔꯝꯕꯥ ꯌꯥꯏ ꯍꯥꯌꯅꯥ ꯂꯧꯕꯥ ꯌꯥꯏ ꯍꯥꯌꯅꯥ ꯂꯧꯕꯥ ꯌꯥꯏ꯫
"it, as sick people went down to be dipped in the sea. A little","ꯃꯁꯤ, ꯑꯅꯥꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯥ ꯁꯃꯨꯗ꯭ꯔꯗꯥ ꯏꯁꯤꯡ ꯇꯨꯡꯁꯤꯟꯅꯕꯥ ꯂꯥꯀꯈꯤꯕꯥ ꯃꯇꯃꯗꯥ꯫"
"fishing was done in the port, and a quantity of strolling about","ꯄꯣꯔꯠ ꯑꯁꯤꯗꯥ ꯉꯥ ꯐꯥꯕꯒꯤ ꯊꯕꯛ ꯇꯧꯈꯤ, ꯑꯃꯁꯨꯡ ꯆꯥꯎꯔꯥꯛꯅꯥ ꯈꯣꯡꯅꯥ ꯆꯠꯄꯥ ꯃꯁꯤꯡ ꯑꯃꯥ ."
"by night, and looking seaward: particularly at those times when","ꯅꯨꯃꯤꯗꯥꯡꯗꯥ, ꯑꯃꯁꯨꯡ ꯁꯃꯨꯗ꯭ꯔ ꯈꯣꯡꯕꯥꯂꯗꯥ ꯌꯦꯡꯕꯥ: ꯃꯔꯨꯑꯣꯏꯅꯥ ꯃꯇꯃꯁꯤꯡ ꯑꯗꯨꯗꯥ"
"the tide made, and was near flood. Small tradesmen, who did","ꯏꯁꯤꯡ ꯏꯆꯥꯎ ꯊꯣꯀꯈꯤ, ꯑꯃꯁꯨꯡ ꯏꯁꯤꯡ ꯏꯆꯥꯎꯒꯤ ꯃꯅꯥꯛꯇꯥ ꯂꯩꯈꯤ꯫"
"no business whatever, some- times unaccountably realised","ꯅꯣ ꯕꯤꯖꯤꯅꯦꯁ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ, ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯇꯃꯗꯥ- ꯃꯇꯝ ꯑꯃꯠꯇꯥ ꯌꯥꯑꯣꯗꯅꯥ ꯔꯤꯑꯦꯂꯥꯏꯖ ꯇꯧꯕꯥ"
"large fortunes, and it was remarkable that nobody in the","ꯑꯆꯧꯕꯥ ꯂꯟ-ꯊꯨꯃꯁꯤꯡ, ꯑꯃꯁꯨꯡ ꯃꯁꯤ ꯁꯤꯡꯊꯥꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯈꯤ ꯃꯗꯨꯗꯤ ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯅꯥ ."
neighbourhood could endure a lamplighter,ꯌꯨꯃꯊꯣꯡ ꯈꯨꯗꯤꯡꯒꯤ ꯂꯦꯝꯄꯂꯥꯏꯇꯔ ꯑꯃꯥ ꯊꯦꯡꯅꯕꯥ ꯌꯥꯏ .
"As the day declined into the afternoon, and the air,  which had","ꯅꯨꯃꯤꯠ ꯑꯗꯨ ꯅꯨꯃꯤꯗꯥꯡꯋꯥꯏꯔꯃꯗꯥ ꯍꯟꯊꯔꯀꯄꯒꯥ ꯂꯣꯌꯅꯅꯥ, ꯑꯃꯁꯨꯡ ꯑꯦꯌꯔ, ꯃꯗꯨꯗꯥ ."
been  at intervals clear enough to allow the French coast to be,ꯐ꯭ꯔꯥꯟꯁꯀꯤ ꯁꯃꯨꯗ꯭ꯔ ꯈꯣꯡꯕꯥꯂꯗꯥ ꯂꯩꯕꯥ ꯌꯥꯅꯕꯥ ꯃꯇꯤꯛ ꯆꯥꯅꯥ ꯀ꯭ꯂꯤꯌꯥꯔ ꯑꯣꯏꯅꯥ ꯏꯟꯇꯔꯚꯂꯁꯤꯡꯗꯥ .
"seen, became again charged with mist and vapour, Mr. Lorry’s","ꯎꯔꯦ, ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯃꯤꯁ꯭ꯠ ꯑꯃꯁꯨꯡ ꯚꯦꯄꯣꯎꯔ, ꯁ꯭ꯔꯤ ꯂꯣꯔꯤ’ꯒꯤ ꯆꯦꯔꯣꯜ ꯊꯣꯀꯈꯤ꯫"
29,꯲꯹ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"thoughts seemed to cloud too. When it was dark, and he sat",ꯋꯥꯈꯂꯁꯤꯡꯁꯨ ꯀꯨꯄꯁꯤꯅꯕꯥ ꯎꯈꯤ꯫
"before the coffee-room fire, awaiting his dinner as he had","ꯀꯣꯐꯤ-ꯔꯨꯃꯒꯤ ꯃꯩꯒꯤ ꯃꯃꯥꯡꯗꯥ, ꯃꯍꯥꯛꯀꯤ ꯅꯨꯃꯤꯗꯥꯡꯒꯤ ꯆꯥꯀꯆꯥ-ꯏꯊꯛ ꯑꯗꯨ ꯉꯥꯏꯗꯨꯅꯥ ꯂꯩꯔꯤꯉꯩꯗꯥ ."
"awaited his breakfast, his mind was busily digging, digging,","ꯃꯍꯥꯛꯀꯤ ꯅꯨꯃꯤꯗꯥꯡꯒꯤ ꯆꯥꯛꯂꯦꯟ ꯉꯥꯏꯗꯨꯅꯥ ꯂꯩꯔꯒꯥ, ꯃꯍꯥꯛꯀꯤ ꯋꯥꯈꯂꯅꯥ ꯊꯋꯥꯏ ꯌꯥꯑꯣꯅꯥ ꯈꯣꯃꯖꯤꯜꯂꯀꯈꯤ, ꯈꯣꯡꯅꯥ ꯆꯠꯈꯤ,"
"digging, in the live red coals","ꯈꯟꯊꯕꯥ, ꯂꯥꯏꯕ ꯔꯦꯗ ꯀꯣꯂꯁꯤꯡꯗꯥ ."
A bottle of good claret after dinner does a digger in the red,ꯅꯨꯃꯤꯗꯥꯡꯋꯥꯏꯔꯃꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯑꯐꯕꯥ ꯀ꯭ꯂꯥꯔꯦꯇꯀꯤ ꯕꯣꯇꯜ ꯑꯃꯅꯥ ꯂꯥꯂꯍꯧꯕꯥ ꯃꯇꯃꯗꯥ ꯗꯤꯒꯔ ꯑꯃꯥ ꯇꯧꯏ .
"coals no harm, otherwise than as it has a tendency to throw him","ꯀꯣꯌꯂꯥꯅꯥ ꯑꯁꯣꯛ-ꯑꯄꯟ ꯑꯃꯠꯇꯥ ꯊꯣꯀꯍꯟꯗꯦ, ꯅꯠꯠꯔꯕꯗꯤ ꯃꯁꯤꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯊꯥꯗꯣꯀꯄꯒꯤ ꯇꯦꯟꯗꯦꯟꯁꯤ ꯂꯩꯕꯥ ꯃꯑꯣꯡꯗꯥ ."
"out  of  work.  Mr. Lorry had been idle a long time, and had just",ꯊꯕꯛꯇꯒꯤ ꯄꯣꯠꯊꯥꯕꯥ꯫
poured out his last glassful of wine with as complete an,ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯑꯃꯁꯨꯡ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯌꯥꯑꯣꯕꯥ ꯃꯍꯥꯛꯀꯤ ꯑꯔꯣꯏꯕꯥ ꯒ꯭ꯂꯥꯁꯀꯤ ꯋꯥꯏꯅꯦꯁ ꯑꯗꯨ ꯊꯥꯈꯤ꯫
appearance of satisfaction as is ever to be found in an elderly,ꯑꯍꯜ ꯑꯣꯏꯔꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯗꯥ ꯐꯪꯈꯤꯕꯥ ꯑꯗꯨꯒꯨꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯃꯑꯣꯡꯒꯤ ꯃꯑꯣꯡ ꯃꯇꯧ
gentleman of a fresh complexion who has got  to the end of a,ꯖꯦꯟꯇꯂꯃꯦꯟ ꯑꯣꯐ ꯑꯦ ꯐ꯭ꯔꯦꯁ ꯀꯃꯞꯂꯦꯛꯁꯟ ꯑꯦꯖ ꯑꯦꯖ ꯗ꯭ꯌ ꯑꯦꯟꯗ ꯑꯦꯖ ꯑꯣꯐ ꯑꯦ .
"bottle, when a rattling of wheels came up the narrow street, and","ꯕꯣꯇꯜ, ꯍꯨꯏꯁꯤꯡꯒꯤ ꯔꯦꯇꯂꯤꯡ ꯑꯃꯥ ꯑꯄꯤꯀꯄꯥ ꯂꯝꯕꯤꯗꯥ ꯂꯥꯀꯄꯥ ꯃꯇꯃꯗꯥ, ꯑꯃꯁꯨꯡ ."
rumbled into the inn-yard,ꯏꯟ-ꯌꯥꯔꯗꯇꯥ ꯔꯝꯕꯜ ꯇꯧꯕꯥ .
He set down his glass untouched. “This is Mam’selle!” said he,ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯒ꯭ꯂꯥꯁ ꯑꯗꯨ ꯇꯞꯅꯥ ꯇꯞꯅꯥ ꯊꯃꯈꯤ꯫
In a very few minutes the waiter came in to announce that Miss,ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯃꯤꯅꯤꯠ ꯈꯔꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯑꯣꯌꯦꯇꯔꯅꯥ ꯂꯥꯀꯈꯤ ꯃꯗꯨꯗꯤ ꯃꯤꯁ .
"Manette had arrived from London, and would be happy to see","ꯃꯦꯅꯦꯠ ꯑꯁꯤ ꯂꯟꯗꯅꯗꯒꯤ ꯂꯥꯀꯈꯤꯕꯅꯤ, ꯑꯃꯁꯨꯡ ꯌꯦꯡꯕꯗꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯒꯅꯤ"
the gen- tleman from Tellson’s,ꯇꯦꯂꯁꯟ’ꯁꯀꯤ ꯖꯦꯅꯔꯦꯂꯃꯦꯟ .
“So soon?”,“ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ?”
"Miss Manette had taken some refreshment on the road, and","ꯃꯤꯁ ꯃꯥꯅꯦꯇꯅꯥ ꯂꯝꯕꯤꯗꯥ ꯔꯤꯐ꯭ꯔꯦꯁ ꯈꯔꯥ ꯂꯧꯈꯤ, ꯑꯃꯁꯨꯡ ."
"required none then, and was extremely anxious to see the","ꯃꯇꯝ ꯑꯗꯨꯗꯥ ꯃꯊꯧ ꯇꯥꯈꯤꯗꯦ, ꯑꯃꯁꯨꯡ ꯌꯥꯝꯅꯥ ꯋꯥꯅꯥ ꯊꯣꯀꯈꯤ꯫"
