en,mni-Mtei
197,꯱꯹꯷ꯇꯥ ꯊꯣꯀꯈꯤ꯫
"Muntaner C, Eaton WW, Miech R, O'Campo P: Socioeconomic position and major","ꯃꯨꯟꯇꯥꯅꯦꯔ ꯁꯤ, ꯏꯇꯣꯟ ꯗꯕꯜꯌꯨ.ꯗꯕꯜꯌꯨ., ꯃꯤꯆ ꯑꯥꯔ, ꯑꯣ’ꯀꯃꯄꯣ ꯄꯤ: ꯁꯣꯁꯤꯑꯣ-ꯏꯀꯣꯅꯣꯃꯤꯛ ꯄꯣꯖꯤꯁꯟ ꯑꯃꯁꯨꯡ ꯃꯦꯖꯔ"
"mental disorders. Epidemiologic reviews 2004, 26:53-62",ꯃꯦꯟꯇꯦꯜ ꯗꯤꯁꯑꯣꯔꯗꯔꯁꯤꯡ꯫
198,꯱꯹꯸ꯗꯥ ꯊꯣꯀꯈꯤ꯫
"Ten Have M, Vollebergh W, Bijl R, Ormel J: Combined effect of mental disorder and","ꯇꯦꯟ ꯍꯥꯚ ꯑꯦꯝ, ꯚꯣꯂꯦꯕꯔꯒ ꯗꯕ꯭ꯂꯤꯎ, ꯕꯤꯖꯜ ꯑꯥꯔ, ꯑꯣꯔꯃꯦꯜ ꯖꯦ: ꯃꯦꯟꯇꯦꯜ ꯗꯤꯁꯑꯣꯔꯗꯔ ꯑꯃꯁꯨꯡ ꯀꯝꯕꯤꯅꯦꯠ ꯏꯐꯦꯛꯇ"
low social support on care service use for mental health problems in the Dutch,ꯀꯦꯌꯔ ꯁꯔꯚꯤꯁꯀꯤ ꯃꯇꯥꯡꯗꯥ ꯁꯣꯁꯤꯑꯦꯜ ꯁꯄꯣꯔꯠ ꯅꯦꯝꯕꯥ ꯗꯆ꯭ꯁꯇꯥ ꯃꯦꯟꯇꯦꯜ ꯍꯦꯂꯊ ꯄ꯭ꯔꯣꯕ꯭ꯂꯦꯃꯁꯤꯡꯒꯤꯗꯃꯛ ꯁꯤꯖꯤꯟꯅꯕꯥ
"general population. Psychological medicine 2017, 32(2):311-323",ꯖꯦꯅꯦꯔꯦꯜ ꯄꯣꯄꯨꯂꯦꯁꯟ꯫
199,꯱꯹꯹ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
Forsell Y: The pathway to meeting need for mental health services in Sweden,ꯐꯣꯔꯁꯦꯜ ꯋꯥꯏ: ꯁ꯭ꯕꯤꯗꯦꯟꯗꯥ ꯃꯦꯟꯇꯦꯜ ꯍꯦꯜꯊ ꯁꯔꯕꯤꯁꯁꯤꯡꯒꯤ ꯃꯊꯧ ꯇꯥꯕꯁꯤꯡ ꯑꯗꯨ ꯐꯪꯍꯅꯕꯒꯤ ꯂꯝꯕꯤ
"Psychiatr Serv 2006, 57(1):114-119","ꯁꯥꯏꯀꯤꯌꯥꯠꯔꯤ ꯁꯥꯔꯚ ꯲꯰꯰꯶, ꯵꯷(꯱):꯱꯱꯴-꯱꯱꯹"
200,꯲꯰꯰ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"Vogel DL, Wade NG, Hackler AH: Perceived public stigma and the willingness to","ꯚꯣꯒꯦꯜ ꯗꯤ.ꯑꯦꯜ., ꯋꯦꯗ ꯑꯦꯟ.ꯖꯤ., ꯍꯦꯛꯂꯔ ꯑꯦ.ꯑꯩꯆ.: ꯄꯔꯁꯦꯁ ꯄꯕ꯭ꯂꯤꯛ ꯁ꯭ꯇꯤꯒꯃꯥ ꯑꯃꯁꯨꯡ ꯋꯥꯏꯂꯤꯡꯅꯦꯁ ꯇꯨ ꯇꯨ"
