en,mni-Mtei
"Gunderson J.G. & Berkowitz, C. (n.d.). Family Guidelines: Multiple Family Group",ꯒꯟꯗꯔꯁꯟ ꯖꯦ.ꯖꯤ.
Program at McLean Hospital. The New England Personalty Disorder Association,ꯃꯦꯀꯂꯤꯟ ꯍꯣꯁ꯭ꯄꯤꯇꯥꯂꯗꯥ ꯂꯩꯕꯥ ꯄ꯭ꯔꯣꯒ꯭ꯔꯥꯝ꯫
"Available: www.nepda.org/family_connections. Accessed January 7, 2009",ꯐꯪꯒꯅꯤ: www.nepda.org/family_connections.
"MacGregor, P. (1994). Grief: the Unrecognized Parental Response to Mental","ꯃꯦꯀꯒ꯭ꯔꯦꯒꯔ, ꯄꯤ.(꯱꯹꯹꯴) ꯑꯃꯁꯨꯡ ꯑꯦꯝ."
"Illness in a Child. Social Work, 19 (2), 160–166",ꯑꯉꯥꯡ ꯑꯃꯗꯥ ꯑꯅꯥꯕꯥ ꯂꯩꯕꯥ꯫
"O’Grady, C.P. & Skinner, W.J.W. (2007). A Family Guide to Concurrent Disorders","ꯑꯣ’ꯒ꯭ꯔꯦꯗꯤ, ꯁꯤ.ꯄꯤ."
(pp. 185; 56). Toronto: Centre for Addiction and Mental Health,(ꯄꯥꯎ ꯱꯸꯵; ꯵꯶) ꯍꯥꯌꯅꯥ ꯐꯣꯉꯗꯣꯀꯈꯤ꯫
"Paris, J. (2005). Borderline personality disorder. Canadian Medical Association","ꯄꯦꯔꯤꯁ, ꯖꯦ.(꯲꯰꯰꯵) ꯑꯃꯁꯨꯡ ꯑꯦꯝ."
"Journal, 172 (12), 1579–1583","ꯖꯔꯅꯦꯜ, ꯱꯷꯲ (꯱꯲), ꯱꯵꯷꯹–꯱꯵꯸꯳ꯗꯥ ꯌꯥꯑꯣꯔꯤ꯫"
"Skinner, W.J.W.; O’Grady, C.P., Bartha, C. & Parker, C. (2004). Concurrent","ꯁ꯭ꯀꯤꯅꯥꯔ, ꯗꯕ꯭ꯂꯤꯎ.ꯖꯦ.ꯗꯕꯜꯌꯨ. ꯑꯃꯁꯨꯡ ꯑꯦꯝ."
Substance Use and Mental Health Disorders: An Information Guide (pp. 35–38),ꯁꯕ꯭ꯁꯇꯦꯟꯁ ꯌꯨꯖ ꯑꯃꯁꯨꯡ ꯃꯦꯟꯇꯦꯜ ꯍꯦꯂꯊ ꯗꯤꯁꯑꯣꯔꯗꯔꯁꯤꯡ: ꯏꯅꯐꯣꯔꯃꯦꯁꯟ ꯒꯥꯏꯗꯂꯥꯏꯟ ꯑꯃꯥ (ꯄꯦꯖ 35–38)꯫
Toronto: Centre for Addiction and Mental Health,ꯇꯔꯣꯟꯇꯣ: ꯁꯦꯟꯇꯔ ꯐꯣꯔ ꯑꯦꯗꯤꯛꯁꯟ ꯑꯦꯟꯗ ꯃꯦꯟꯇꯦꯜ ꯍꯦꯜꯊ
"Williams, L. (1998). A classic case of Borderline Personality Disorder. Psychiatric","ꯎꯏꯂꯤꯌꯥꯃꯁ, ꯑꯦꯜ.(꯱꯹꯹꯸) ꯑꯃꯁꯨꯡ ꯑꯦꯝ."
"Services, 49 (29), 173–174. Available: www.psychservices.psychiatryon","ꯁꯔꯚꯤꯁꯁꯤꯡ, ꯴꯹ (꯲꯹), ꯱꯷꯳–꯱꯷꯴ꯗꯥ ꯐꯣꯉꯈ꯭ꯔꯦ꯫"
42,꯴꯲ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
RESOURCES,ꯍꯧꯔꯛꯐꯝ
Information about treatment resources,ꯂꯥꯌꯦꯡꯕꯒꯤ ꯔꯤꯁꯣꯔꯁꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯏꯅꯐꯣꯔꯃꯦꯁꯟ
in Ontario,ꯑꯣꯟꯇꯥꯔꯤꯌꯃꯗꯥ ꯂꯩꯕꯥ ꯌꯨ.ꯑꯦꯁ.
ConnexOntario is a bilingual information and referral service for the,ꯀꯅꯦꯛꯁꯣꯟꯇꯥꯔꯤꯑꯣ ꯑꯁꯤ ꯂꯣꯜ ꯑꯅꯤꯒꯤ ꯏꯅꯐꯣꯔꯃꯦꯁꯟ ꯑꯃꯁꯨꯡ ꯔꯤꯐꯔꯦꯜ ꯁꯔꯕꯤꯁ ꯑꯃꯅꯤ ꯫
public and professionals in Ontario who want to access addiction,ꯑꯣꯟꯇꯥꯔꯤꯌꯃꯗꯥ ꯂꯩꯕꯥ ꯄꯕ꯭ꯂꯤꯛ ꯑꯃꯁꯨꯡ ꯄ꯭ꯔꯣꯐꯦꯁ꯭ꯅꯦꯂꯁꯤꯡꯅꯥ ꯑꯦꯗꯤꯛꯁꯟ ꯑꯦꯛꯁꯦꯁ ꯇꯧꯕꯥ ꯄꯥꯝꯕꯥ
"and mental health treatment for themselves, family, friends or","ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌ ꯃꯁꯥꯒꯤ, ꯏꯃꯨꯡ-ꯃꯅꯨꯡ, ꯃꯔꯨꯞ-ꯃꯄꯥꯡꯁꯤꯡ ꯅꯠꯠꯔꯒꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤꯗꯃꯛꯇꯥ ꯃꯦꯟꯇꯦꯜ ꯍꯦꯂꯊ ꯇ꯭ꯔꯤꯇꯃꯦꯟꯇ"
clients. Information and referral specialists offer education and,ꯀ꯭ꯂꯥꯏꯟꯇꯁꯤꯡ꯫
guidance based on each caller’s situation. ConnexOntario operates,ꯀꯣꯜ ꯇꯧꯔꯤꯕꯥ ꯈꯨꯗꯤꯡꯃꯛꯀꯤ ꯐꯤꯚꯃꯗꯥ ꯌꯨꯝꯐꯝ ꯑꯣꯏꯕꯥ ꯒꯥꯏꯗꯂꯥꯏꯅꯁꯤꯡ꯫
its own website and the following toll-free telephone numbers:,ꯃꯁꯥꯒꯤ ꯑꯣꯏꯕꯥ ꯋꯦꯕꯁꯥꯏꯠ ꯑꯃꯁꯨꯡ ꯃꯈꯥꯗꯥ ꯄꯤꯔꯤꯕꯥ ꯇꯣꯜ-ꯐ꯭ꯔꯤ ꯇꯦꯂꯤꯐꯣꯟ ꯅꯝꯕꯔꯁꯤꯡ ꯑꯁꯤ:
Drug and Alcohol Registry of Treatment (dart),ꯗ꯭ꯔꯒ ꯑꯃꯁꯨꯡ ꯑꯂꯀꯣꯍꯣꯜ ꯔꯦꯖꯤꯁ꯭ꯠꯔꯤ ꯑꯣꯐ ꯇ꯭ꯔꯤꯇꯃꯦꯟꯇ (ꯗꯤ.ꯑꯦ.ꯑꯥꯔ.ꯇꯤ.)
1 800 565-8603,꯱ ꯸꯰꯰ ꯵꯶꯵-꯸꯶꯰꯳ꯗꯥ ꯊꯥꯕꯤꯔꯀꯄꯥ ꯌꯥꯒꯅꯤ꯫
Mental Health Service Information Ontario (mhsio),ꯃꯦꯟꯇꯦꯜ ꯍꯦꯜꯊ ꯁꯔꯕꯤꯁꯀꯤ ꯏꯅꯐꯣꯔꯃꯦꯁꯟ ꯑꯣꯟꯇꯥꯔꯤꯑꯣ (ꯑꯦꯝ.ꯑꯩꯆ.ꯑꯦꯁ.ꯑꯥꯏ.ꯑꯣ.)
1 866 531-2600,꯱ ꯸꯶꯶ ꯵꯳꯱-꯲꯶꯰꯰ ꯂꯩ꯫
Ontario Problem Gambling Helpline (opgh),ꯑꯣꯟꯇꯥꯔꯤꯑꯣ ꯄ꯭ꯔꯣꯕ꯭ꯂꯦꯝ ꯖꯨꯋꯥꯔꯤ ꯍꯦꯜꯄꯂꯥꯏꯟ (ꯑꯣ.ꯄꯤ.ꯖꯤ.ꯑꯩꯆ.)
1 888 230-3505,꯱ ꯸꯸꯸ ꯲꯳꯰-꯳꯵꯰꯵ ꯂꯩ꯫
43,꯴꯳ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
PUBLICATIONS,ꯄꯕ꯭ꯂꯤꯀꯦꯁꯅꯁꯤꯡ .
CAMH Publications,ꯁꯤ.ꯑꯦ.ꯑꯦꯝ.ꯑꯩꯆ.
The Centre for Addiction and Mental Health offers several print,ꯁꯦꯟꯇꯔ ꯐꯣꯔ ꯑꯦꯗꯤꯛꯁꯟ ꯑꯦꯟꯗ ꯃꯦꯟꯇꯦꯜ ꯍꯦꯜꯊꯅꯥ ꯄ꯭ꯔꯤꯟꯇ ꯀꯌꯥ ꯑꯃꯥ ꯄꯤꯔꯤ
and web-based resources that may be of interest:,ꯑꯃꯁꯨꯡ ꯋꯦꯕꯇꯥ ꯌꯨꯝꯐꯝ ꯑꯣꯏꯕꯥ ꯔꯤꯁꯣꯔꯁꯁꯤꯡ ꯑꯁꯤ ꯏꯟꯇꯔꯦꯁ꯭ꯠ ꯂꯩꯕꯥ ꯌꯥꯏ:
A Family Guide to Concurrent Disorders by Caroline P. O’Grady and,ꯀꯦꯔꯣꯂꯤꯟ ꯄꯤ.ꯑꯣ’ꯒ꯭ꯔꯦꯗꯤꯅꯥ ꯀꯟꯀꯔꯔꯦꯟꯇ ꯗꯤꯁꯑꯣꯔꯗꯔꯁꯤꯡꯒꯤ ꯏꯃꯨꯡꯒꯤ ꯒꯥꯏꯗ ꯑꯃꯥ ꯑꯃꯁꯨꯡ ꯌꯨ.ꯑꯦꯁ.
W.J. Wayne Skinner was created based on materials developed for,ꯋꯥ.ꯖꯦ.ꯋꯦꯏꯟ ꯁ꯭ꯀꯤꯅꯥꯔ ꯑꯁꯤꯒꯤꯗꯃꯛꯇꯥ ꯁꯦꯃꯈꯤꯕꯥ ꯃꯆꯥꯀꯁꯤꯡꯗꯥ ꯌꯨꯝꯐꯝ ꯑꯣꯏꯔꯒꯥ ꯁꯦꯃꯈꯤꯕꯅꯤ꯫
a support and education group for family members of those with,ꯏꯃꯨꯡ ꯃꯅꯨꯡꯒꯤ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤꯗꯃꯛ ꯁꯄꯣꯔꯠ ꯑꯃꯁꯨꯡ ꯑꯦꯖꯨꯀꯦꯁꯟ ꯒ꯭ꯔꯨꯞ ꯑꯃꯥ
concurrent mental health and substance use problems. It contains,ꯀꯟꯀꯔꯔꯦꯟꯇ ꯃꯦꯟꯇꯦꯜ ꯍꯦꯂꯊ ꯑꯃꯁꯨꯡ ꯁꯕ꯭ꯁꯇꯦꯟꯁ ꯌꯨꯖ ꯄ꯭ꯔꯣꯕ꯭ꯂꯦꯃꯁꯤꯡ꯫
