en,mni-Mtei
illustrates how you can use Metrics that Matter to evaluate your business if,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯀꯤ ꯕꯤꯖꯤꯅꯦꯁ ꯑꯗꯨ ꯏꯚꯥꯜꯌꯨꯑꯦꯠ ꯇꯧꯅꯕꯥ ꯃꯔꯨꯑꯣꯏꯕꯥ ꯃꯦꯇꯔꯤꯑꯦꯂꯁꯤꯡ ꯑꯗꯨ ꯅꯍꯥꯛꯅꯥ ꯀꯔꯝꯅꯥ ꯁꯤꯖꯤꯟꯅꯒꯗꯒꯦ ꯍꯥꯌꯕꯗꯨ ꯎꯠꯂꯤ꯫
you are selling a physical product in a physical channel,ꯑꯗꯣꯝꯅꯥ ꯐꯤꯖꯤꯀꯦꯜ ꯆꯦꯅꯦꯜ ꯑꯃꯗꯥ ꯐꯤꯖꯤꯀꯦꯜ ꯄ꯭ꯔꯗꯛꯇ ꯑꯃꯥ ꯌꯣꯜꯂꯤ .
Metrics that Matter Example,ꯈꯨꯗꯝ ꯑꯣꯏꯅꯥ ꯃꯔꯨ ꯑꯣꯏꯕꯥ .
EZ Gardener in a Physical Channel,ꯐꯤꯖꯤꯀꯦꯜ ꯆꯦꯅꯦꯜ ꯑꯃꯗꯥ ꯏꯖ ꯒꯥꯔꯗꯦꯅꯔ
Lets take a look at Table 111 what the metrics that matter for a physical,ꯐꯤꯖꯤꯀꯦꯜ ꯑꯃꯒꯤꯗꯃꯛꯇꯥ ꯃꯔꯨ ꯑꯣꯏꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ ꯑꯣꯏꯅꯥ ꯇꯦꯕꯜ ꯱꯱꯱ꯗꯥ ꯌꯦꯡꯁꯤ꯫
channel would look like in spreadsheet form,ꯆꯦꯅꯦꯜ ꯑꯁꯤ ꯁ꯭ꯞꯔꯦꯗꯁꯤꯠ ꯐꯔꯃꯗꯥ ꯑꯣꯏꯒꯅꯤ .
Heres a simple example of a rough quarterbyquarter cashburn,ꯃꯐꯃꯁꯤꯗꯥ ꯑꯔꯨꯕꯥ ꯀ꯭ꯕꯥꯔꯇꯔꯕꯥꯏꯛꯕꯥꯇꯔꯒꯤ ꯀꯦꯁꯕꯔꯟ ꯑꯃꯒꯤ ꯏꯆꯝ ꯆꯝꯕꯥ ꯈꯨꯗꯝ ꯑꯃꯥ
computation for our hypothetical 30 suggested retail EZ Gardener allinone,ꯑꯩꯈꯣꯌꯒꯤ ꯍꯥꯏꯄꯣꯇꯦꯇꯤꯀꯜ ꯳꯰ꯒꯤꯗꯃꯛ ꯀꯝꯞꯌꯨꯇꯦꯁꯟ ꯁꯖꯦꯁ꯭ꯠ ꯇꯧꯔꯕꯥ ꯔꯤꯇꯦꯜ ꯏ.ꯖꯦ.
gardeningtool set sold in garden stores and by mass merchants Our timing is,ꯒꯥꯔꯗꯦꯟ ꯁ꯭ꯇꯣꯔꯁꯤꯡꯗꯥ ꯌꯣꯜꯂꯤꯕꯥ ꯒꯥꯔꯗꯦꯅꯤꯡꯇꯨꯜ ꯁꯦꯠ ꯑꯃꯁꯨꯡ ꯃꯥꯁ ꯂꯂꯣꯅꯕꯁꯤꯡꯅꯥ ꯑꯩꯈꯣꯌꯒꯤ ꯃꯇꯝ ꯑꯁꯤ ꯑꯥꯏ.ꯑꯦꯁ.
the coming year The spreadsheet starts Day One of the customer creation,ꯂꯥꯛꯀꯗꯧꯔꯤꯕꯥ ꯆꯍꯤ ꯑꯁꯤꯗꯥ ꯁ꯭ꯞꯔꯦꯗꯁꯤꯠ ꯑꯁꯤ ꯀꯁ꯭ꯇꯃꯔ ꯁꯦꯝꯕꯒꯤ ꯅꯨꯃꯤꯠ ꯑꯃꯥ ꯍꯧꯔꯒꯅꯤ
process,ꯊꯧꯑꯣꯡ
Metrics That Matter Physical Channel Model Table 111,ꯐꯤꯖꯤꯀꯦꯜ ꯆꯦꯅꯦꯜ ꯃꯣꯗꯦꯜ ꯇꯦꯕꯜ ꯱꯱꯱ ꯃꯔꯨ ꯑꯣꯏꯕꯥ ꯃꯦꯇꯔꯤꯑꯦꯂꯁꯤꯡ꯫
Note the leftmost numbers refer to commentary in descriptive text that,ꯅꯣꯠ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯂꯦꯃꯍꯧꯔꯤꯕꯥ ꯅꯝꯕꯔꯁꯤꯡ ꯑꯗꯨꯅꯥ ꯗꯤꯁ꯭ꯛꯔꯤꯄꯇꯤꯕ ꯇꯦꯛꯁꯇꯥ ꯀꯃꯦꯟꯇꯔꯤꯕꯨ ꯔꯤꯐꯔ ꯇꯧꯏ ꯃꯗꯨꯗꯤ .
follows,ꯐꯣꯂꯣꯁ .
A few things about the hypothetical business factored into the numbers above,ꯍꯥꯏꯄꯣꯇꯦꯇꯤꯀꯜ ꯕꯤꯖꯤꯅꯦꯁꯀꯤ ꯃꯇꯥꯡꯗꯥ ꯋꯥꯐꯝ ꯈꯔꯗꯤ ꯃꯊꯛꯇꯥ ꯄꯅꯈ꯭ꯔꯤꯕꯥ ꯃꯁꯤꯡꯁꯤꯡ ꯑꯁꯤꯗꯥ ꯐꯦꯛꯇꯔ ꯑꯣꯏꯈꯤ
This friends and family funded venture begins customer creation with,ꯃꯁꯤꯒꯤ ꯃꯔꯨꯄꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯏꯃꯨꯡ ꯃꯅꯨꯡꯒꯤ ꯁꯦꯜ ꯊꯥꯗꯕꯥ ꯚꯦꯟꯆꯔ ꯑꯁꯤꯅꯥ ꯀꯁ꯭ꯇꯃꯔ ꯁꯦꯝꯕꯥ ꯍꯧꯔꯦ ꯫
500000 in the bank Like most physicalchannel marketers EZ Gardener,꯵꯰꯰꯰꯰꯰꯰ ꯕꯦꯉ꯭ꯀꯇꯥ ꯑꯌꯥꯝꯕꯥ ꯐꯤꯖꯤꯀꯦꯂꯆꯦꯅꯦꯜ ꯃꯥꯔꯀꯦꯇꯔꯁꯤꯡ ꯏ.ꯖꯦ.ꯗꯤ.
also promotes online But they read this book followed directions and are,ꯃꯁꯤꯗꯁꯨ ꯅꯠꯇꯅꯥ ꯑꯣꯅꯂꯥꯏꯟꯗꯥ ꯄ꯭ꯔꯃꯣꯠ ꯇꯧꯏ ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌꯅꯥ ꯂꯥꯏꯔꯤꯛ ꯑꯁꯤ ꯄꯥꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡ ꯏꯟꯅꯥ ꯗꯤꯔꯦꯛꯁꯅꯁꯤꯡ ꯌꯥꯑꯣꯔꯤ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯁꯤꯡ ꯑꯗꯨꯗꯤ .
getting the most important channel right first so theyre not selling,ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯃꯔꯨꯑꯣꯏꯕꯥ ꯆꯦꯅꯦꯜ ꯑꯗꯨ ꯑꯍꯥꯅꯕꯥ ꯑꯣꯏꯅꯥ ꯐꯪꯕꯅꯥ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅꯥ ꯃꯈꯣꯌꯅꯥ ꯌꯣꯅꯕꯥ ꯌꯥꯗꯅꯕꯥ .
product online yet,ꯄꯣꯠꯊꯣꯛ ꯑꯗꯨ ꯍꯧꯖꯤꯛ ꯐꯥꯑꯣꯕꯥ ꯑꯣꯅꯂꯥꯏꯟꯗꯥ .
In year two as the products newness wears off the price drops,ꯆꯍꯤ ꯑꯅꯤꯗꯥ ꯄꯣꯠꯊꯣꯀꯁꯤꯡ ꯑꯁꯤ ꯑꯅꯧꯕꯥ ꯃꯑꯣꯡꯒꯤ ꯃꯃꯜ ꯍꯟꯊꯔꯀꯄꯒꯥ ꯂꯣꯌꯅꯅꯥ .
Product development was completed earlier offshore so there are no more,ꯄꯣꯠꯊꯣꯛ ꯄꯨꯊꯣꯀꯄꯒꯤ ꯊꯕꯛ ꯑꯁꯤ ꯃꯃꯥꯡꯗꯥ ꯑꯣꯐꯁꯣꯔꯗꯥ ꯂꯣꯏꯁꯤꯅꯈꯤ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯃꯈꯥ ꯇꯥꯅꯥ ꯂꯩꯔꯃꯗꯦ
development costs until we see how this product sells,ꯃꯁꯤꯒꯤ ꯄꯣꯠꯊꯣꯛ ꯑꯁꯤ ꯀꯔꯝꯅꯥ ꯌꯣꯜꯂꯤꯕꯅꯣ ꯍꯥꯌꯕꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯎꯕꯥ ꯐꯪꯗ꯭ꯔꯤꯐꯥꯑꯣꯕꯥ ꯗꯤꯕꯦꯂꯄꯃꯦꯟꯇꯀꯤ ꯃꯃꯜ .
Revenue,ꯁꯦꯜ
never,ꯑꯣꯏꯊꯣꯛꯂꯔꯣꯏꯗꯕ
scales,ꯁ꯭ꯀꯦꯂꯁꯤꯡ ꯑꯁꯤ .
dramatically,ꯅꯥꯠꯀꯤ ꯑꯣꯏꯕꯥ ꯃꯑꯣꯡꯗꯥ .
since,ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅ
the,ꯒꯤ ꯃꯇꯨꯡ ꯏꯟꯅꯥ .
market,ꯀꯩꯊꯦꯜ
type,ꯃꯈꯜ
is,ꯑꯁꯤ ꯑꯥꯏ.ꯑꯦꯁ.
resegmentingniche market,ꯔꯤꯁꯦꯒꯃꯦꯟꯇꯤꯡꯅꯤꯆꯦ ꯃꯥꯔꯀꯦꯠꯇꯥ ꯂꯩꯕꯥ ꯌꯨ.ꯑꯦꯁ.
What Metrics Matter? There are 11 metrics that matter in this spreadsheet Following the lefthand,ꯀꯔꯤ ꯃꯦꯠꯔꯤꯛꯁ ꯃꯔꯨ ꯑꯣꯏꯕꯒꯦ?
column of the spreadsheet lets explore the origin of each number as well as its,ꯁ꯭ꯞꯔꯦꯗꯁꯤꯠꯀꯤ ꯀꯣꯂꯝ ꯑꯁꯤꯅꯥ ꯅꯝꯕꯔ ꯈꯨꯗꯤꯡꯃꯛꯀꯤ ꯍꯧꯔꯀꯐꯝ ꯑꯗꯨꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯃꯁꯤꯒꯤ .
source a little more closely,ꯈꯔꯥ ꯍꯦꯟꯅꯥ ꯅꯛꯅꯥ ꯁꯣꯔꯁ ꯇꯧꯕꯥ
1   Total number of units sold This number is estimated ideally by quarter,1 ꯑꯄꯨꯅꯕꯥ ꯌꯨꯅꯤꯠ ꯃꯁꯤꯡ ꯑꯁꯤ ꯊꯥ ꯇꯔꯨꯛꯀꯤ ꯃꯅꯨꯡꯗꯥ ꯌꯥꯝꯅꯥ ꯐꯩ ꯍꯥꯌꯅꯥ ꯄꯥꯅꯔꯤ꯫
from customer validation report cards used with buyers and channel partners,ꯀ꯭ꯔꯦꯇꯥꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯆꯦꯅꯦꯜ ꯄꯥꯔꯇꯅꯔꯁꯤꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯁꯤꯖꯤꯟꯅꯔꯤꯕꯥ ꯀꯁ꯭ꯇꯃꯔ ꯚꯦꯂꯤꯗꯦꯁꯟ ꯔꯤꯄꯣꯔꯠ ꯀꯥꯔꯗꯁꯤꯡꯗꯒꯤ
Compare these numbers with your estimates of total addressable or if,ꯅꯝꯕꯔꯁꯤꯡ ꯑꯁꯤ ꯑꯗꯣꯃꯒꯤ ꯑꯦꯁ꯭ꯇꯤꯃꯦꯇꯁꯤꯡꯒꯥ ꯑꯄꯨꯅꯕꯥ ꯑꯦꯗ꯭ꯔꯦꯁ ꯇꯧꯕꯥ ꯌꯥꯕꯥ ꯅꯠꯔꯒꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ .
known serviceable market and your market share estimates Use the two,ꯈꯉꯂꯕꯥ ꯁꯔꯚꯤꯁꯦꯕꯜ ꯃꯥꯔꯀꯦꯠ ꯑꯃꯁꯨꯡ ꯑꯗꯣꯃꯒꯤ ꯃꯥꯔꯀꯦꯠ ꯁꯦꯌꯔ ꯑꯦꯁ꯭ꯇꯤꯃꯦꯠꯁꯤꯡ ꯑꯁꯤ ꯑꯅꯤ ꯑꯁꯤ ꯁꯤꯖꯤꯟꯅꯔꯤ꯫
