en,mni-Mtei
"“The fact is—they have rebelled before,” replied the Dominican, “and ab","“ꯋꯥꯐꯝ ꯑꯁꯤ—ꯃꯈꯣꯌꯅꯥ ꯃꯃꯥꯡꯗꯥ ꯂꯥꯟꯗꯥꯈ꯭ꯔꯦ” ꯍꯥꯌꯅꯥ ꯗꯣꯃꯤꯅꯤꯀꯦꯅꯅꯥ ꯄꯥꯎꯈꯨꯝ ꯄꯤꯔꯀꯈꯤ, “ꯑꯗꯨꯒꯥ ꯑꯦ.ꯕꯤ."
"“No, no, nothing of the kind,” continued Simoun, starting down a","“ꯅꯠꯇꯦ, ꯅꯠꯇꯦ, ꯃꯈꯜ ꯑꯃꯠꯇꯒꯤ ꯀꯔꯤꯁꯨ ꯂꯩꯇꯦ,” ꯁꯤꯃꯧꯅꯅꯥ ꯃꯈꯥ ꯇꯥꯅꯥ ꯍꯥꯌꯔꯀꯏ"
"hatchway to the cabin. “What’s said, is said! And you, Padre Sibyla,",ꯍꯦꯆꯋꯦ ꯑꯁꯤ ꯀꯦꯕꯤꯟ ꯑꯗꯨꯗꯥ ꯆꯠꯈꯤ꯫
don’t talk either Latin or nonsense. What are you friars good for if,ꯂꯦꯇꯤꯟ ꯅꯠꯔꯒꯥ ꯅꯅꯁꯦꯟꯁ ꯅꯠꯔꯒꯥ ꯋꯥꯔꯤ ꯁꯥꯟꯅꯔꯣꯏꯗꯕꯅꯤ꯫
the people can rebel?”,ꯃꯤꯌꯥꯝꯅꯥ ꯔꯤꯕꯦꯜ ꯇꯧꯕꯥ ꯉꯃꯒꯗ꯭ꯔꯥ?”
"Taking no notice of the replies and protests, Simoun descended the","ꯄꯥꯎꯈꯨꯃꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯄ꯭ꯔꯣꯇꯦꯁ꯭ꯇꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯅꯣꯇꯤꯁ ꯑꯃꯠꯇꯥ ꯂꯧꯗꯅꯥ, ꯁꯤꯃꯣꯟ ꯗꯦꯁꯦꯟꯁ ."
"small companionway that led below, repeating disdainfully, “Bosh,","ꯃꯈꯥꯗꯥ ꯂꯃꯖꯤꯡꯈꯤꯕꯥ ꯑꯄꯤꯀꯄꯥ ꯀꯝꯄꯦꯅꯤꯌꯅꯋꯦ, ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯠꯔꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯍꯟꯖꯤꯟ ꯍꯟꯖꯤꯟ ꯍꯥꯌꯔꯀꯄꯥ, “ꯕꯣꯁ,"
bosh!”,ꯕꯣꯁ!”
"Padre Sibyla turned pale; this was the first time that he, Vice-Rector",ꯄꯥꯗ꯭ꯔꯦ ꯁꯤꯕꯤꯂꯥ ꯇꯔꯟ ꯄꯦꯂꯦ;
"of the University, had ever been credited with nonsense. Don Custodio","ꯌꯨꯅꯤꯚꯔꯁꯤꯇꯤ ꯑꯁꯤꯒꯤ, ꯍꯧꯖꯤꯛ ꯐꯥꯑꯣꯕꯗꯥ ꯅꯣꯡꯃꯩ ꯀꯥꯞꯄꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯥ ꯑꯣꯏꯅꯥ ꯂꯧꯅꯔꯝꯃꯤ꯫"
turned green; at no meeting in which he had ever found himself had he,ꯒ꯭ꯔꯤꯟ ꯇꯔꯟ ꯇꯧꯕꯥ;
encountered such an adversary,ꯑꯁꯤꯒꯨꯝꯕꯥ ꯑꯦꯗꯚꯥꯟꯁꯔꯤ ꯑꯃꯥ ꯊꯦꯡꯅꯈꯤ
“An American mulatto!” he fumed,“ꯑꯃꯦꯔꯤꯀꯥꯟ ꯃꯨꯂꯥꯇꯣ ꯑꯃꯥ!”
"“A British Indian,” observed Ben-Zayb in a low tone",“ꯕ꯭ꯔꯤꯇꯤꯁ ꯏꯟꯗꯤꯌꯟ ꯑꯃꯥ” ꯍꯥꯌꯅꯥ ꯕꯦꯟ-ꯖꯥꯌꯕꯅꯥ ꯂꯣ ꯇꯣꯟ ꯑꯃꯗꯥ ꯑꯣꯕꯖꯥꯔꯚ ꯇꯧꯈꯤ
