en,mni-Mtei
become isolated from social contact,ꯁꯣꯁꯤꯑꯦꯜ ꯀꯟꯇꯦꯛꯇꯇꯒꯤ ꯇꯣꯈꯥꯏꯅꯥ ꯂꯩꯕꯥ ꯑꯣꯏꯌꯨ .
7.Middle-aged,꯷.ꯃꯤꯗꯜ-ꯑꯦꯖ ꯑꯣꯏꯕꯥ .
adult,ꯑꯦꯗꯜꯇ ꯑꯣꯏꯕꯥ꯫
Generativity,ꯖꯦꯅꯔꯦꯇꯤꯕꯤꯇꯤ ꯂꯩꯕꯥ .
versus,ꯕꯔꯁꯁ ꯇꯧꯕꯥ
Stagnation,ꯁ꯭ꯇꯥꯒꯅꯦꯁꯟ ꯇꯧꯕꯥ
"Middle-aged adults feel an urgency to leave a mark on the world, to","ꯆꯍꯤ ꯃꯌꯥꯃꯒꯤ ꯑꯍꯂꯁꯤꯡꯅꯥ ꯃꯥꯂꯦꯃꯗꯥ ꯃꯁꯛ ꯑꯃꯥ ꯊꯝꯅꯕꯥ ꯈꯨꯗꯛꯀꯤ ꯑꯣꯏꯕꯥ ꯑꯃꯥ ꯐꯥꯑꯣꯏ, ꯲꯰꯲꯰ꯒꯤ ꯃꯅꯨꯡꯗꯥ꯫"
generate something of lasting value and worth. Finding a purpose in life,ꯂꯦꯡꯗꯕꯥ ꯚꯦꯜꯌꯨ ꯑꯃꯁꯨꯡ ꯃꯃꯜ ꯂꯩꯕꯥ ꯄꯣꯠꯁꯛ ꯑꯃꯥ ꯁꯦꯃꯒꯠꯄꯥ꯫
is a central theme. To fail at generating something significant means a,ꯑꯁꯤ ꯁꯦꯟꯠꯔꯦꯜ ꯊꯤꯝ ꯑꯃꯅꯤ꯫
person becomes stagnant and stops moving forward; this person may,ꯃꯤꯑꯣꯏ ꯑꯗꯨ ꯂꯦꯡꯗꯅꯥ ꯂꯩꯔꯀꯏ ꯑꯃꯁꯨꯡ ꯃꯥꯡꯂꯣꯃꯗꯥ ꯆꯪꯁꯤꯅꯕꯥ ꯂꯦꯄꯈꯤ;
become selfish and self-absorbed,ꯃꯁꯥꯒꯤ ꯑꯣꯏꯖꯕꯥ ꯊꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯁꯥꯅꯥ ꯃꯁꯥꯕꯨ ꯊꯥꯖꯕꯥ ꯊꯝꯕꯥ
8. Old adult,꯸.ꯑꯔꯤꯕꯥ ꯑꯍꯜ ꯑꯣꯏꯔꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ .
Integrity,ꯑꯄꯨꯟꯕ ꯁꯛꯇꯝ
versus,ꯕꯔꯁꯁ ꯇꯧꯕꯥ
Despair,ꯑꯋꯥꯕ
"In old age, it is common to look back on life and reflect on what was","ꯑꯍꯜ ꯑꯣꯏꯔꯀꯄꯗꯥ, ꯄꯨꯟꯁꯤꯒꯤ ꯃꯔꯃꯗꯥ ꯌꯦꯡꯗꯨꯅꯥ ꯂꯩꯕꯥ ꯑꯃꯁꯨꯡ ꯀꯔꯤ ꯑꯣꯏꯈꯤꯕꯒꯦ ꯍꯥꯌꯕꯗꯨ ꯔꯤꯐ꯭ꯂꯦꯛꯇ ꯇꯧꯕꯥ ꯑꯁꯤ ꯀꯃꯟ ꯑꯣꯏ꯫"
accomplished. People who feel good about what they have done build a,ꯄꯥꯡꯊꯣꯛꯄ.
"sense of integrity. For those whose evaluations are not so good, there is",ꯏꯟꯇꯤꯒ꯭ꯔꯤꯇꯤꯒꯤ ꯋꯥꯈꯜꯂꯣꯟ꯫
"despair, the feeling of regret and remorse for the life they led","ꯋꯥꯈꯜ ꯋꯥꯕꯥ, ꯃꯈꯣꯌꯅꯥ ꯂꯨꯆꯤꯡꯈꯤꯕꯥ ꯄꯨꯟꯁꯤ ꯑꯗꯨꯒꯤꯗꯃꯛ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯑꯃꯁꯨꯡ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯤꯚꯝ ꯑꯃꯥ"
1.6,꯱.꯶ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
CONCEPT OF SUCCESS:,ꯃꯥꯌ ꯄꯥꯀꯄꯒꯤ ꯋꯥꯈꯜꯂꯣꯟ:
1.6.1,꯱.꯶.꯱ ꯑꯣꯏꯈꯤ꯫
DEFINITION:,ꯋꯥꯡꯟꯊꯣꯛ:
What makes a person successful? How do we recognize success?,ꯃꯤꯑꯣꯏ ꯑꯃꯕꯨ ꯃꯥꯌ ꯄꯥꯀꯄꯥ ꯉꯃꯍꯜꯂꯤꯕꯥ ꯑꯁꯤ ꯀꯔꯤꯅꯣ?
"To some people, success might mean wealth. To others, it is recognition, good health, good family,",ꯃꯤꯑꯣꯏ ꯈꯔꯒꯤ ꯑꯣꯏꯅꯗꯤ ꯃꯥꯌ ꯄꯥꯀꯄꯥ ꯍꯥꯌꯕꯁꯤ ꯁꯦꯜ-ꯊꯨꯃꯒꯤ ꯑꯔꯊ ꯑꯣꯏꯕꯥ ꯌꯥꯏ꯫
"happiness, satisfaction, and peace of mind. What this really tells us is that success is subjective. It can","ꯅꯨꯡꯉꯥꯏꯕꯥ, ꯅꯨꯡꯉꯥꯏꯕꯥ ꯑꯃꯁꯨꯡ ꯋꯥꯈꯂꯒꯤ ꯁꯥꯟꯇꯤ ꯂꯩꯕꯥ꯫"
mean different things to different people,ꯇꯣꯉꯥꯟ ꯇꯣꯉꯥꯅꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯗꯥ ꯇꯣꯉꯥꯟ ꯇꯣꯉꯥꯅꯕꯥ ꯋꯥꯐꯃꯁꯤꯡ ꯃꯤꯟ .
The best definition for success is,ꯃꯥꯌ ꯄꯥꯀꯄꯒꯤ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯐꯕꯥ ꯋꯥꯍꯟꯊꯣꯛ ꯑꯁꯤ .
“Success is the progressive realization of a worthy goal”,“ꯃꯥꯌ ꯄꯥꯀꯄꯥ ꯍꯥꯌꯕꯁꯤ ꯌꯥꯝꯅꯥ ꯃꯊꯧ ꯇꯥꯕꯥ ꯄꯥꯟꯗꯝ ꯑꯃꯒꯤ ꯄ꯭ꯔꯣꯒ꯭ꯔꯦꯁꯤꯚ ꯔꯤꯑꯦꯂꯥꯏꯖꯦꯁꯟꯅꯤ”꯫
Let's look at these definitions carefully,ꯍꯥꯌꯔꯤꯕꯥ ꯋꯥꯍꯟꯊꯣꯀꯁꯤꯡ ꯑꯁꯤ ꯆꯦꯀꯁꯤꯟꯅꯥ ꯌꯦꯡꯁꯤ .
"""Progressive"" means that success is a journey, not a destination. We never arrive. After we reach","""ꯄ꯭ꯔꯣꯒ꯭ꯔꯦꯁꯤꯚ"" ꯍꯥꯌꯕꯁꯤꯅꯥ ꯃꯥꯌ ꯄꯥꯀꯄꯥ ꯍꯥꯌꯕꯁꯤ ꯈꯣꯉꯆꯠ ꯑꯃꯅꯤ, ꯃꯐꯝ ꯑꯃꯅꯤ ꯍꯥꯌꯕꯅꯤ꯫"
"one goal, we go on to the next and the next and the next","ꯒꯣꯜ ꯑꯃꯅꯥ, ꯑꯩꯈꯣꯌꯅꯥ ꯃꯊꯪꯒꯤ ꯑꯃꯁꯨꯡ ꯃꯊꯪꯒꯤ ꯑꯃꯁꯨꯡ ꯃꯊꯪꯒꯤ ."
