en,mni-Mtei
"essence. Thus, because He is beyond perishable matter and superior to the imperishable soul",ꯃꯒꯨꯟ.
"(enveloped in Maya), He is known in this world as well as in the Vedas as the Supreme Person","(ꯃꯥꯌꯥꯗꯥ ꯑꯦꯅꯚꯦꯂꯞ ꯇꯧꯔꯕꯥ), ꯃꯍꯥꯛ ꯃꯥꯂꯦꯝ ꯑꯁꯤꯗꯥ ꯈꯉꯅꯩ ꯑꯗꯨꯒꯥ ꯕꯦꯗꯇꯥꯁꯨ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯋꯥꯡꯕꯥ ꯃꯤꯑꯣꯏꯅꯤ ꯍꯥꯌꯅꯥ ꯈꯉꯅꯩ"
Sri Bhagavaan Uvaacha:,ꯁ꯭ꯔꯤ ꯚꯒꯕꯥꯟ ꯎꯋꯥꯆ꯭ꯌꯥ:
Oordhwamoolam adhahshaakham ashwattham praahuravyayam;,ꯑꯣꯔꯙꯕꯥꯃꯨꯂꯥꯝ ꯑꯙꯍꯁꯥꯈꯍꯝ ꯑꯁ꯭ꯕꯊꯝ ꯄ꯭ꯔꯍꯨꯔꯥꯕ꯭ꯌꯌꯝ;
The Blessed Lord said:,ꯊꯧꯖꯥꯜ ꯍꯩꯕꯥ ꯃꯄꯨꯅꯥ ꯍꯥꯌꯈꯤ:
"1. They (the wise) speak of the indestructible peepul tree, having its root above and","1. ꯃꯈꯣꯌꯅꯥ (ꯂꯧꯁꯤꯡ ꯂꯩꯕꯥ)ꯅꯥ ꯃꯥꯡꯍꯟ ꯇꯥꯀꯍꯅꯕꯥ ꯉꯃꯗꯕꯥ ꯄꯤꯄꯜ ꯇ꯭ꯔꯤꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯋꯥꯔꯤ ꯁꯥꯔꯤ, ꯃꯁꯤꯒꯤ ꯃꯔꯨ ꯑꯁꯤ ꯃꯊꯛꯇꯥ ꯂꯩ ꯑꯃꯁꯨꯡ ."
"branches below, whose leaves are the metres or hymns; he who knows it is a knower of the Vedas","ꯃꯈꯥꯗꯥ ꯂꯩꯕꯥ ꯁꯥꯈꯥꯁꯤꯡ, ꯃꯈꯣꯌꯒꯤ ꯃꯄꯥꯟ ꯊꯪꯕꯥ ꯁꯔꯨꯀꯁꯤꯡ ꯑꯗꯨ ꯃꯤꯇꯔ ꯅꯠꯠꯔꯒꯥ ꯏꯁꯩꯁꯤꯡꯅꯤ;"
Adhashchordhwam prasritaastasya shaakhaah,ꯑꯙ꯭ꯌꯥꯁꯀꯔꯙꯕꯥꯝ ꯄ꯭ꯔꯁꯔꯤꯇꯥꯁ꯭ꯇꯁ꯭ꯌ ꯁꯈꯥꯍꯍ
Gunapravriddhaa vishayapravaalaah;,ꯒꯨꯅꯞꯔꯚꯔꯤꯗ꯭ꯙꯌꯥ ꯕꯤꯁꯥꯌꯞꯔꯚꯥꯂꯥꯍ;
Adhashcha moolaanyanusantataani,ꯑꯙ꯭ꯌꯥꯁ ꯃꯨꯂꯥꯅꯌꯥꯅꯁꯥꯟꯇꯥꯇꯥꯅꯤ
