en,mni-Mtei
Some of this difficulty is understandable as Lean Startups attempt to apply,ꯃꯁꯤꯒꯤ ꯑꯋꯥꯕꯥ ꯈꯔꯗꯤ ꯂꯧꯁꯤꯅꯕꯥ ꯌꯥꯏ ꯃꯔꯃꯗꯤ ꯂꯤꯟ ꯁ꯭ꯇꯥꯔꯇꯑꯄꯁꯤꯡꯅꯥ ꯑꯦꯞꯂꯥꯏ ꯇꯧꯅꯕꯥ ꯍꯣꯠꯅꯔꯤ
the Scientific Method to a startup which isnt an exact science But,ꯁ꯭ꯇꯥꯔꯇꯑꯞ ꯑꯃꯒꯤ ꯁꯥꯏꯟꯇꯤꯐꯤꯛ ꯑꯣꯏꯕꯥ ꯃꯑꯣꯡ ꯑꯗꯨ ꯑꯀꯛꯅꯕꯥ ꯁꯥꯏꯟꯁ ꯑꯃꯥ ꯑꯣꯏꯗꯦ ꯑꯗꯨꯕꯨ .
without a certain level of rigor and objectivity there is a danger of creating,ꯑꯀꯛꯅꯕꯥ ꯊꯥꯛ ꯑꯃꯒꯤ ꯔꯤꯒꯨꯂꯔ ꯑꯃꯁꯨꯡ ꯑꯣꯕꯖꯦꯛꯇꯤꯕ ꯑꯣꯏꯕꯥ ꯌꯥꯑꯣꯗꯅꯥ ꯁꯦꯃꯒꯠꯄꯒꯤ ꯈꯨꯗꯣꯡꯊꯤꯕꯥ ꯂꯩ꯫
a datadriven patternseeking organization that might actually be just as,ꯗꯦꯇꯥꯗ꯭ꯔꯥꯏꯚꯟ ꯄꯦꯇꯔꯅꯁꯤꯀꯤꯡ ꯑꯣꯔꯒꯅꯥꯏꯖꯦꯁꯟ ꯑꯃꯥ ꯑꯣꯏꯅꯥ ꯇꯁꯦꯡꯅꯥ ꯍꯥꯌꯔꯕꯗꯥ
bad or even worse at furthering rationalized dogma,ꯔꯦꯁ꯭ꯅꯦꯂꯥꯏꯖ ꯇꯧꯔꯕꯥ ꯗꯣꯒꯃꯥ ꯃꯈꯥ ꯇꯥꯅꯥ ꯆꯠꯊꯕꯗꯥ ꯐꯠꯇꯕꯥ ꯅꯠꯠꯔꯒꯥ ꯃꯁꯤꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯐꯠꯇꯕꯥ
Here are some ground rules I use for correctly defining and running,ꯃꯈꯥꯗꯥ ꯑꯩꯅꯥ ꯃꯌꯦꯛ ꯁꯦꯡꯅꯥ ꯗꯤꯐꯤꯅꯤꯁꯟ ꯑꯃꯁꯨꯡ ꯔꯟ ꯇꯧꯅꯕꯒꯤꯗꯃꯛꯇꯥ ꯁꯤꯖꯤꯟꯅꯔꯤꯕꯥ ꯒ꯭ꯔꯥꯎꯟꯗ ꯔꯨꯜ ꯈꯔꯥ ꯄꯤꯔꯤ꯫
experiments that well use throughout the book,ꯂꯥꯏꯔꯤꯛ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯌꯥꯝꯅꯥ ꯐꯖꯅꯥ ꯁꯤꯖꯤꯟꯅꯕꯥ ꯑꯦꯛꯁꯄꯔꯤꯃꯦꯟꯇꯁꯤꯡ
1 Formulate testable hypotheses,꯱ꯅꯥ ꯇꯦꯁ꯭ꯠ ꯇꯧꯕꯥ ꯌꯥꯕꯥ ꯍꯥꯏꯄꯣꯇꯦꯁꯤꯁꯁꯤꯡ ꯁꯦꯝꯕꯥ .
What most people write down as business model hypotheses are really not,ꯕꯤꯖꯤꯅꯦꯁ ꯃꯣꯗꯦꯜ ꯍꯥꯌꯅꯥ ꯏꯔꯤꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯌꯥꯝꯕꯅꯥ ꯍꯥꯏꯄꯣꯇꯦꯁꯤꯁ ꯑꯁꯤ ꯇꯁꯦꯡꯅꯥ ꯅꯠꯇꯦ .
yet in a form that make them testable The goal here is clearly defining the,ꯑꯗꯨꯝ ꯑꯣꯏꯅꯃꯛ ꯃꯈꯣꯌꯕꯨ ꯇꯦꯁ꯭ꯠ ꯇꯧꯕꯥ ꯌꯥꯕꯥ ꯃꯑꯣꯡ ꯑꯃꯗꯥ ꯃꯐꯝ ꯑꯁꯤꯗꯥ ꯄꯥꯟꯗꯝ ꯑꯁꯤ ꯃꯌꯦꯛ ꯁꯦꯡꯅꯥ ꯗꯤꯐꯤꯅꯤꯁꯟ ꯇꯧꯕꯥ ꯑꯁꯤꯅꯤ꯫
