en,mni-Mtei
I prefer to run interviews in coffee shops to create a more casual,ꯑꯩꯅꯥ ꯍꯦꯟꯅꯥ ꯀꯦꯖꯨꯑꯦꯜ ꯑꯣꯏꯕꯥ ꯑꯃꯥ ꯁꯦꯝꯅꯕꯥ ꯀꯣꯐꯤ ꯁꯣꯄꯁꯤꯡꯗꯥ ꯏꯟꯇꯔꯚ꯭ꯌꯨꯁꯤꯡ ꯆꯠꯊꯕꯥ ꯄꯥꯝꯃꯤ .
atmosphere Doing it at a prospects office makes it more businesslike,ꯄ꯭ꯔꯣꯁꯄꯦꯛꯇ ꯑꯣꯐꯤꯁꯇꯥ ꯇꯧꯕꯥ ꯑꯦꯇꯃꯣꯁ꯭ꯐꯤꯌꯔꯅꯥ ꯃꯁꯤꯕꯨ ꯍꯦꯟꯅꯥ ꯕꯤꯖꯤꯅꯦꯁꯀꯤ ꯃꯑꯣꯡꯗꯥ ꯑꯣꯏꯍꯜꯂꯤ
and makes it feel more like a sales pitch  which it shouldnt be That said,ꯑꯃꯁꯨꯡ ꯃꯁꯤꯕꯨ ꯁꯦꯂꯁ ꯄꯤꯆ ꯑꯃꯒꯨꯝ ꯍꯦꯟꯅꯥ ꯐꯥꯑꯣꯍꯜꯂꯤ ꯃꯗꯨꯗꯤ ꯃꯁꯤ ꯑꯣꯏꯒꯗꯕꯅꯤ ꯍꯥꯌꯅꯥ ꯍꯥꯌꯈꯤꯕꯥ ꯑꯗꯨ .
Ill agree to meet the prospect wherever they choose,ꯏꯂꯅꯥ ꯃꯈꯣꯌꯅꯥ ꯈꯅꯒꯗꯕꯥ ꯃꯐꯝ ꯈꯨꯗꯤꯡꯃꯛꯇꯥ ꯄ꯭ꯔꯣꯁ꯭ꯄꯦꯛꯇ ꯑꯗꯨ ꯊꯦꯡꯅꯅꯕꯥ ꯌꯥꯅꯔꯦ
Ask for sufficient time,ꯃꯇꯤꯛ ꯆꯥꯕꯥ ꯃꯇꯝ ꯄꯤꯅꯕꯥ ꯍꯥꯌꯕꯤꯌꯨ
My interviews typically run between 2030 mins without feeling rushed,ꯑꯩꯒꯤ ꯏꯟꯇꯔꯚꯤꯎꯁꯤꯡ ꯑꯁꯤ ꯃꯍꯧꯁꯥꯅꯥ 2030 ꯃꯤꯅꯤꯠꯀꯤ ꯃꯔꯛꯇꯥ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯌꯥꯡꯅꯥ ꯆꯠꯄꯥ ꯉꯃꯗꯅꯥ ꯆꯠꯊꯔꯤ .
Make sure you set the right time expectations upfront and are respectful of,ꯑꯗꯣꯝꯅꯥ ꯑꯆꯨꯝꯕꯥ ꯃꯇꯃꯒꯤ ꯑꯦꯛꯁꯄꯦꯛꯇꯦꯁꯅꯁꯤꯡ ꯑꯗꯨ ꯃꯃꯥꯡꯗꯥ ꯁꯣꯏꯗꯅꯥ ꯁꯦꯠ ꯇꯧꯕꯤꯌꯨ ꯑꯃꯁꯨꯡ ꯏꯀꯥꯌꯈꯨꯝꯅꯕꯥ ꯎꯠꯄꯤꯌꯨ꯫
their time,ꯃꯈꯣꯌꯒꯤ ꯃꯇꯝ .
Stick to a script,ꯁ꯭ꯛꯔꯤꯞꯇ ꯑꯃꯗꯥ ꯂꯦꯞꯄꯤꯌꯨ .
There is a method to interviewing In order to collect meaningful responses,ꯑꯔꯊ ꯊꯣꯀꯄꯥ ꯄꯥꯎꯈꯨꯃꯁꯤꯡ ꯈꯣꯃꯖꯤꯟꯅꯕꯥ ꯏꯟꯇꯔꯚ꯭ꯌꯨ ꯇꯧꯕꯒꯤ ꯃꯑꯣꯡ ꯑꯃꯥ ꯂꯩꯔꯤ
it is important to maintain consistency in how you conduct interviews It,ꯅꯍꯥꯛꯅꯥ ꯏꯟꯇꯔꯚꯤꯎꯁꯤꯡ ꯑꯁꯤ ꯀꯔꯝꯅꯥ ꯄꯥꯡꯊꯣꯛꯀꯗꯒꯦ ꯍꯥꯌꯕꯗꯨꯗꯥ ꯀꯟꯁꯤꯁ꯭ꯇꯦꯟꯁꯤ ꯊꯝꯕꯥ ꯍꯥꯌꯕꯁꯤ ꯌꯥꯝꯅꯥ ꯃꯔꯨꯑꯣꯏ꯫
doesnt help for instance to tweak your story after every interview,ꯏꯟꯇꯔꯚꯤꯎ ꯈꯨꯗꯤꯡꯃꯛꯀꯤ ꯃꯇꯨꯡꯗꯥ ꯅꯍꯥꯛꯀꯤ ꯋꯥꯔꯤ ꯑꯗꯨ ꯇ꯭ꯌꯨꯕ ꯇꯧꯕꯗꯥ ꯈꯨꯗꯝ ꯑꯣꯏꯅꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯗꯦ
Remember this is not a pitch At the same time the script should also,ꯃꯁꯤ ꯁ꯭ꯛꯔꯤꯞꯇꯁꯨ ꯇꯧꯒꯗꯕꯥ ꯃꯇꯝ ꯑꯃꯗꯥ ꯄꯤꯆ ꯑꯃꯅꯤ ꯍꯥꯌꯕꯁꯤ ꯅꯤꯡꯁꯤꯡꯕꯤꯌꯨ .
provide ample wiggle room so you can ask followup questions and explore,ꯑꯗꯣꯝꯅꯥ ꯐꯣꯂꯣꯑꯞ ꯀ꯭ꯕꯦꯁꯅꯁꯤꯡ ꯍꯪꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯦꯛꯁꯞꯂꯣꯔ ꯇꯧꯕꯥ ꯌꯥꯅꯕꯥ ꯑꯆꯧꯕꯥ ꯋꯤꯒꯜ ꯔꯨꯝ ꯑꯃꯥ ꯄꯤꯌꯨ
new areas,ꯑꯅꯧꯕꯥ ꯃꯐꯃꯁꯤꯡ .
108    PART 1 PROBLEMSOLUTION FIT,꯱꯰꯸ ꯄꯥꯔꯠ ꯱ ꯄ꯭ꯔꯣꯕ꯭ꯂꯦꯃꯁꯤꯡ ꯁꯣꯜꯌꯨꯁꯟ ꯇꯧꯕꯥ
Conduct the interview with at least one other person,ꯌꯥꯃꯗ꯭ꯔꯕꯗꯥ ꯑꯇꯣꯞꯄꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯒꯥ ꯏꯟꯇꯔꯚꯤꯎ ꯑꯗꯨ ꯄꯥꯡꯊꯣꯀꯄꯥ
It always helps to have one other person in the room during the interview to,ꯃꯁꯤꯅꯥ ꯃꯇꯝ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯏ ꯃꯗꯨꯗꯤ ꯏꯟꯇꯔꯚ꯭ꯌꯨꯒꯤ ꯃꯇꯃꯗꯥ ꯔꯨꯃꯗꯥ ꯑꯇꯣꯞꯄꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯥ ꯂꯩꯍꯅꯕꯅꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯏ꯫
make sure nothing slips through the cracks But more importantly it helps,ꯀ꯭ꯔꯦꯀꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯆꯦꯟꯊꯈꯤꯗꯕꯥ ꯑꯗꯨ ꯁꯣꯏꯗꯅꯥ ꯑꯣꯏꯍꯅꯕꯤꯌꯨ ꯑꯗꯨꯕꯨ ꯃꯁꯤꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯃꯔꯨꯑꯣꯏꯕꯗꯤ ꯃꯁꯤꯅꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯏ
keep the learning objective,ꯇꯝꯕꯒꯤ ꯄꯥꯟꯗꯝ ꯑꯗꯨ ꯊꯝꯕꯥ .
Avoid recording the interviewee,ꯏꯟꯇꯔꯚ꯭ꯌꯨ ꯇꯧꯔꯤꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨ ꯔꯦꯀꯣꯔꯗ ꯇꯧꯕꯥ ꯌꯥꯗꯅꯕꯥ .
I tried recording interviewees early on with their permission but found,ꯑꯩꯍꯥꯛꯅꯥ ꯏꯟꯇꯔꯚ꯭ꯌꯨ ꯇꯧꯈꯤꯕꯁꯤꯡ ꯑꯗꯨ ꯃꯈꯣꯌꯒꯤ ꯑꯌꯥꯕꯥ ꯂꯧꯔꯒꯥ ꯇꯣꯌꯅꯥ ꯔꯦꯀꯣꯔꯗ ꯇꯧꯅꯕꯥ ꯍꯣꯠꯅꯈꯤ ꯑꯗꯨꯕꯨ ꯐꯪꯂꯦ
that it made some people selfaware during the interview That coupled,ꯃꯗꯨꯗꯤ ꯃꯁꯤꯅꯥ ꯏꯟꯇꯔꯚ꯭ꯌꯨꯒꯤ ꯃꯇꯃꯗꯥ ꯃꯤꯑꯣꯏ ꯈꯔꯕꯨ ꯁꯦꯜꯐ-ꯑꯦꯋꯥꯔ ꯑꯣꯏꯍꯅꯈꯤꯕꯥ ꯑꯗꯨ .
