en,mni-Mtei
"the greatest stock of cash and credit, merit and capacity being supposed","ꯀꯦꯁ ꯑꯃꯁꯨꯡ ꯀ꯭ꯔꯦꯗꯤꯠꯀꯤ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯆꯥꯎꯕꯥ ꯁ꯭ꯇꯣꯛ, ꯃꯦꯔꯤꯠ ꯑꯃꯁꯨꯡ ꯀꯦꯄꯥꯁꯤꯇꯤ ꯑꯁꯤ ."
equal on all sides.’,ꯃꯥꯌꯀꯩ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯃꯥꯟꯅꯕꯥ꯫’
But the most hardy of all this original’s positions were these: That,ꯑꯗꯨꯕꯨ ꯑꯣꯔꯤꯖꯤꯅꯦꯜ ꯑꯁꯤꯒꯤ ꯄꯣꯖꯤꯁꯟ ꯄꯨꯝꯅꯃꯛ ꯑꯁꯤꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯂꯨꯝꯂꯕꯥ ꯑꯁꯤꯗꯤ ꯃꯈꯣꯌꯁꯤꯡ ꯑꯁꯤꯅꯤ: ꯃꯗꯨꯗꯤ
"commerce would, sooner or later, prove the ruin of every nation, where","ꯀꯝꯃꯔꯁꯅꯥ, ꯊꯨꯅꯥ ꯅꯠꯔꯒꯥ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ, ꯖꯥꯇꯤ ꯈꯨꯗꯤꯡꯃꯛꯀꯤ ꯃꯥꯡꯍꯟ ꯇꯥꯀꯍꯅꯕꯥ ꯑꯗꯨ ꯄ꯭ꯔꯃꯥꯟ ꯇꯧꯒꯅꯤ, ꯃꯐꯝ ꯑꯗꯨꯗꯥ"
it flourishes to any extent--that the parliament was the rotten part of,ꯃꯁꯤ ꯆꯥꯡ ꯑꯃꯗꯥ ꯍꯦꯟꯅꯥ ꯆꯥꯎꯈꯠꯂꯀꯏ--ꯃꯗꯨꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟꯇ ꯑꯁꯤ .
the British constitution--that the liberty of the press was a national,ꯕ꯭ꯔꯤꯇꯤꯁꯀꯤ ꯁꯪꯕꯤꯙꯥꯟ--ꯄ꯭ꯔꯦꯁꯀꯤ ꯂꯤꯕꯔꯦꯇꯤ ꯑꯁꯤ ꯖꯥꯇꯤꯒꯤ ꯑꯣꯏꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯅꯤ ꯍꯥꯌꯅꯥ .
"evil--and that the boasted institution of juries, as managed in England,","ꯐꯠꯇꯕꯥ--ꯑꯗꯨꯒꯥ ꯏꯪꯂꯦꯟꯗꯗꯥ ꯃꯦꯅꯦꯖ ꯇꯧꯔꯤꯕꯥ ꯖꯨꯔꯤꯁꯤꯡꯒꯤ ꯊꯧꯅꯥ ꯂꯩꯕꯥ ꯏꯟꯁꯇꯤꯠꯌꯨꯁꯟ ꯑꯗꯨ,"
"was productive of shameful perjury and flagrant injustice. He observed,",ꯂꯖ꯭ꯖꯥ ꯄꯤꯕꯥ ꯑꯔꯥꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯐ꯭ꯂꯦꯒꯔꯦꯟꯇ ꯏꯅꯖꯁ꯭ꯇꯤꯁꯀꯤ ꯄ꯭ꯔꯗꯛꯇꯤꯕ ꯑꯣꯏꯈꯤ꯫
"that traffick was an enemy to all the liberal passions of the soul,","ꯑꯗꯨꯒꯨꯝꯕꯥ ꯇ꯭ꯔꯥꯐꯤꯛ ꯑꯗꯨ ꯊꯋꯥꯏꯒꯤ ꯂꯤꯕꯔꯜ ꯄꯦꯁꯟ ꯄꯨꯝꯅꯃꯛꯀꯤ ꯌꯦꯛꯅꯕꯥ ꯑꯃꯥ ꯑꯣꯏꯈꯤ,"
"founded on the thirst of lucre, a sordid disposition to take advantage","ꯂꯨꯀꯔꯒꯤ ꯇꯀꯈꯥꯌꯔꯕꯥ ꯃꯇꯨꯡꯗꯥ ꯌꯨꯝꯐꯝ ꯑꯣꯏꯕꯥ, ꯀꯥꯟꯅꯕꯥ ꯂꯧꯅꯕꯥ ꯁꯣꯔꯗꯤꯗ ꯗꯤꯁꯄꯖꯤꯁꯟ ꯑꯃꯥ"
