en,mni-Mtei
"his food, faithful and strong, him Mara will certainly not overthrow, any more than the","ꯃꯍꯥꯛꯀꯤ ꯆꯤꯟꯖꯥꯛ, ꯊꯥꯖꯕꯥ ꯌꯥꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯄꯥꯉ꯭ꯒꯜ ꯀꯅꯕꯥ, ꯃꯍꯥꯛꯀꯤ ꯃꯥꯔꯥꯅꯥ ꯁꯣꯏꯗꯅꯥ ꯂꯧꯊꯣꯛꯂꯣꯏ, ꯃꯁꯤꯗꯒꯤ ꯍꯦꯟꯅꯥ ."
wind throws down a rocky mountain,ꯅꯨꯡꯁꯤꯠꯅꯥ ꯁꯤꯜ ꯂꯥꯡꯕꯥ ꯂꯃꯗꯝ ꯑꯃꯗꯥ ꯆꯦꯜꯂꯤ .
"9. He who wishes to put on the yellow dress without having cleansed himself from sin,","9. ꯄꯥꯄꯀꯤ ꯃꯁꯛ ꯁꯦꯡꯗꯣꯛꯇꯨꯅꯥ ꯌꯦꯜꯂꯣ ꯗ꯭ꯔꯦꯁ ꯑꯗꯨ ꯊꯃꯖꯤꯅꯕꯥ ꯄꯥꯝꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨ,"
"who disregards temperance and truth, is unworthy of the yellow dress","ꯇꯦꯝꯄꯔꯦꯟꯁ ꯑꯃꯁꯨꯡ ꯑꯆꯨꯝꯕꯥ ꯑꯗꯨ ꯂꯥꯟꯅꯥ ꯂꯧꯁꯤꯜꯂꯤꯕꯥ, ꯌꯦꯜꯂꯣ ꯗ꯭ꯔꯦꯁꯀꯤ ꯃꯊꯧ ꯇꯥꯗꯦ"
"10. But he who has cleansed himself from sin, is well grounded in all virtues, and","10. ꯑꯗꯨꯕꯨ ꯄꯥꯄꯇꯒꯤ ꯃꯁꯥꯕꯨ ꯁꯦꯡꯗꯣꯀꯆꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨ, ꯒꯨꯟ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯌꯥꯝꯅꯥ ꯐꯖꯅꯥ ꯁꯦꯝ ꯁꯥꯔꯦ, ꯑꯃꯁꯨꯡ ."
"regards also temperance and truth, he is indeed worthy of the yellow dress","ꯔꯤꯒꯥꯔꯗꯁꯤꯡꯁꯨ ꯇꯦꯝꯄꯔꯦꯟꯁ ꯑꯃꯁꯨꯡ ꯑꯆꯨꯝꯕꯥ, ꯃꯍꯥꯛ ꯇꯁꯦꯡꯅꯥ ꯌꯦꯜꯂꯣ ꯗ꯭ꯔꯦꯁꯀꯤ ꯃꯊꯧ ꯇꯥꯕꯥ ꯃꯤꯁꯛ ꯑꯃꯅꯤ ."
"11. They who imagine truth in untruth, and see untruth in truth, never arrive at truth,","11. ꯑꯆꯨꯝꯕꯥ ꯋꯥꯈꯂꯅꯥ ꯑꯆꯨꯝꯕꯥ ꯈꯅꯕꯗꯥ, ꯑꯃꯁꯨꯡ ꯑꯆꯨꯝꯕꯗꯥ ꯑꯆꯨꯝꯕꯥ ꯎꯗꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯑꯆꯨꯝꯕꯥ ꯑꯗꯨꯗꯥ ꯀꯩꯗꯧꯅꯨꯡꯗꯥ ꯌꯧꯔꯛꯂꯣꯏ,"
but follow vain desires,ꯑꯗꯨꯕꯨ ꯑꯔꯥꯌꯕꯥ ꯑꯄꯥꯝꯕꯁꯤꯡ ꯑꯗꯨ ꯇꯨꯡ ꯏꯟꯅꯧ .
"12. They who know truth in truth, and untruth in untruth, arrive at truth, and follow","12. ꯑꯆꯨꯝꯕꯗꯥ ꯑꯆꯨꯝꯕꯥ ꯈꯉꯕꯥ, ꯑꯃꯁꯨꯡ ꯑꯆꯨꯝꯕꯥ ꯋꯥꯌꯦꯂꯗꯥ ꯑꯆꯨꯝꯕꯥ ꯈꯉꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯑꯆꯨꯝꯕꯗꯥ ꯌꯧꯔꯀꯏ, ꯑꯃꯁꯨꯡ ꯇꯨꯡ ꯏꯟꯗꯨꯅꯥ ꯆꯠꯂꯤ꯫"
true desires,ꯑꯆꯨꯝꯕꯥ ꯑꯄꯥꯝꯕꯁꯤꯡ .
"13. As rain breaks through an ill-thatched house, passion will break through an","13. ꯏꯁꯤꯡ ꯅꯨꯡꯁꯤꯠꯅꯥ ꯁꯣꯀꯍꯜꯂꯕꯥ ꯌꯨꯝ ꯑꯃꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯆꯦꯟꯊꯔꯀꯄꯒꯥ ꯂꯣꯌꯅꯅꯥ, ꯄꯦꯁꯟ ꯑꯁꯤ ꯊꯨꯒꯥꯏꯔꯒꯅꯤ꯫"
unreflecting mind,ꯑꯅꯔꯤꯐ꯭ꯂꯦꯇꯤꯡ ꯃꯥꯏꯟꯗ .
"14. As rain does not break through a well-thatched house, passion will not break","14. ꯏꯁꯤꯡ ꯌꯥꯝꯅꯥ ꯆꯦꯟꯊꯔꯀꯄꯥ ꯌꯨꯝ ꯑꯃꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯆꯦꯟꯊꯔꯀꯄꯥ ꯃꯔꯝꯅꯥ, ꯄꯦꯁꯟ ꯊꯨꯒꯥꯏꯔꯣꯏ ."
through a well-reflecting mind,ꯌꯥꯝꯅꯥ ꯐꯖꯅꯥ ꯔꯤꯐ꯭ꯂꯦꯛꯇ ꯇꯧꯕꯥ ꯋꯥꯈꯜ ꯑꯃꯒꯤ ꯈꯨꯠꯊꯥꯡꯗꯥ .
"15. The evil-doer mourns in this world, and he mourns in the next; he mourns in both","15. ꯃꯥꯂꯦꯝ ꯑꯁꯤꯗꯥ ꯂꯩꯔꯤꯕꯥ ꯐꯠꯇꯕꯥ ꯊꯕꯛ ꯇꯧꯔꯤꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯥ ꯁꯣꯀꯏ, ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯃꯊꯪꯒꯤ ꯋꯥꯍꯟꯊꯣꯀꯁꯤꯡ ꯑꯗꯨ ꯁꯣꯀꯏ;"
He mourns and suffers when he sees the evil of his own work,ꯃꯍꯥꯛꯅꯥ ꯃꯁꯥꯒꯤ ꯊꯕꯛꯀꯤ ꯐꯠꯇꯕꯥ ꯑꯗꯨ ꯎꯕꯗꯥ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯋꯥꯕꯥ ꯈꯥꯉꯏ .
"16. The virtuous man delights in this world, and he delights in the next; he delights in","16. ꯒꯨꯟ ꯂꯩꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯅꯥ ꯃꯥꯂꯦꯝ ꯑꯁꯤꯗꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯏ, ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯃꯊꯪꯒꯤ ꯅꯨꯃꯤꯠꯇꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯏ;"
