en,mni-Mtei
product and who is the customer. The “Why” is sometimes hard to fit in the,ꯄ꯭ꯔꯗꯛꯇ ꯑꯃꯁꯨꯡ ꯀꯅꯥꯅꯥ ꯀꯁ꯭ꯇꯃꯔ ꯑꯣꯏꯔꯤꯕꯅꯣ꯫
same statement and I’ll frequently use a sub-heading for that,ꯆꯞ ꯃꯥꯟꯅꯕꯥ ꯋꯥꯔꯣꯜ ꯑꯃꯁꯨꯡ ꯑꯩꯍꯥꯛꯅꯥ ꯃꯗꯨꯒꯤꯗꯃꯛꯇꯥ ꯁꯕ-ꯍꯦꯗꯤꯡ ꯑꯃꯥ ꯌꯥꯝꯅꯥ ꯁꯤꯖꯤꯟꯅꯒꯅꯤ ꯫
Here are example UVPs I have used in products:,ꯑꯩꯅꯥ ꯄꯣꯠꯊꯣꯀꯁꯤꯡꯗꯥ ꯁꯤꯖꯤꯟꯅꯈꯤꯕꯥ ꯈꯨꯗꯝ ꯌꯨ.ꯚꯤ.ꯄꯤ.ꯁꯤꯡ ꯃꯈꯥꯗꯥ ꯄꯤꯔꯤ:
CloudFire - Photo and Video Sharing for Busy Parents,ꯀ꯭ꯂꯥꯎꯗꯐꯥꯏꯌꯔ - ꯃꯤ ꯌꯥꯝꯅꯥ ꯇꯤꯅꯕꯥ ꯃꯃꯥ-ꯃꯄꯥꯁꯤꯡꯒꯤꯗꯃꯛ ꯐꯣꯇꯣ ꯑꯃꯁꯨꯡ ꯚꯤꯗꯤꯑꯣ ꯁꯦꯌꯔ ꯇꯧꯕꯥ
Get back to the more important things in your life,ꯅꯍꯥꯛꯀꯤ ꯄꯨꯟꯁꯤꯗꯥ ꯍꯦꯟꯅꯥ ꯃꯔꯨꯑꯣꯏꯕꯥ ꯋꯥꯐꯃꯁꯤꯡꯗꯥ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯆꯪꯁꯤꯜꯂꯨ
USERcycle - Lifecycle Marketing Software,ꯌꯨꯖꯔꯁꯥꯏꯀꯜ - ꯂꯥꯏꯐꯁꯥꯏꯀꯜ ꯃꯥꯔꯀꯦꯇꯤꯡ ꯁꯣꯐ꯭ꯇꯋꯦꯌꯔ
Turn your users into passionate customers,ꯅꯍꯥꯛꯀꯤ ꯌꯨꯖꯔꯁꯤꯡꯕꯨ ꯄꯦꯁꯦꯟꯇ ꯀꯁ꯭ꯇꯃꯔꯁꯤꯡꯗꯥ ꯑꯣꯟꯊꯣꯀꯄꯥ
Study other good UVPs,ꯑꯇꯣꯞꯄꯥ ꯑꯐꯕꯥ ꯌꯨ.ꯚꯤ.ꯄꯤ.ꯁꯤꯡ ꯇꯝꯕꯥ
The best way to craft a good UVP is to study the UVPs of the brands you,ꯑꯐꯕꯥ ꯌꯨ.ꯚꯤ.ꯄꯤ. ꯑꯃꯥ ꯁꯦꯝꯕꯒꯤ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯐꯕꯥ ꯄꯥꯝꯕꯩꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯕ꯭ꯔꯥꯟꯗꯁꯤꯡꯒꯤ ꯌꯨ.ꯚꯤ.ꯄꯤ.
admire. Visit their landing pages and deconstruct how and why their,ꯄꯥꯝꯖꯕ.
messaging works,ꯃꯦꯁꯦꯖꯤꯡꯒꯤ ꯊꯕꯀꯁꯤꯡ .
48    CHAPTER 2,꯴꯸ꯒꯤ ꯑꯙ꯭ꯌꯥꯌ ꯲꯫
Create a high-concept pitch,ꯍꯥꯏ-ꯀꯟꯁꯦꯞꯇ ꯄꯤꯆ ꯑꯃꯥ ꯁꯦꯝꯕꯥ
Another useful exercise is to create a high-concept pitch popularized by,ꯑꯇꯣꯞꯄꯥ ꯀꯥꯟꯅꯕꯥ ꯑꯦꯛꯁꯔꯁꯥꯏꯖ ꯑꯃꯅꯥ ꯲꯰꯲꯰ ꯐꯥꯑꯣꯕꯗꯥ ꯃꯤꯌꯥꯝꯅꯥ ꯄꯥꯝꯅꯕꯥ ꯍꯥꯏ-ꯀꯟꯁꯦꯞꯇ ꯄꯤꯆ ꯑꯃꯥ ꯁꯦꯝꯕꯅꯤ꯫
VentureHacks in their e-book “Pitching Hacks”. A high-concept pitch,ꯚꯦꯟꯆꯔꯍꯦꯛ ꯑꯁꯤ ꯃꯈꯣꯌꯒꯤ ꯏ-ꯕꯨꯛ “ꯄꯤꯆꯤꯡ ꯍꯦꯛ”ꯗꯥ ꯂꯩ꯫
usually builds on other familiar concepts to quickly get an idea across and,ꯃꯍꯧꯁꯥꯅꯥ ꯑꯇꯣꯞꯄꯥ ꯈꯉꯅꯔꯕꯥ ꯋꯥꯈꯜꯂꯣꯅꯁꯤꯡꯗꯥ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯋꯥꯈꯜꯂꯣꯟ ꯑꯃꯥ ꯂꯥꯀꯄꯥ ꯑꯃꯁꯨꯡ .
"make it easily spreadable. Unlike a UVP, a high-concept pitch is best used",ꯃꯁꯤ ꯐꯖꯅꯥ ꯁꯟꯗꯣꯀꯄꯥ ꯌꯥꯕꯥ ꯑꯣꯏꯍꯅꯒꯗꯕꯅꯤ꯫
in conjunction with something else that sets the right context such as an,ꯑꯇꯣꯞꯄꯥ ꯋꯥꯐꯝ ꯑꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯑꯆꯨꯝꯕꯥ ꯀꯟꯇꯦꯛꯁ ꯑꯃꯥ ꯊꯝꯂꯤꯕꯥ ꯑꯁꯤ .
elevator pitch,ꯂꯤꯐꯦꯠꯀꯤ ꯄꯤꯆ .
Examples:,ꯈꯨꯗꯝ ꯑꯣꯏꯅꯥ:
- YouTube: “Flickr for video”,- ꯏꯎꯇꯤꯎꯕ: “ꯚꯤꯗꯤꯑꯣꯒꯤꯗꯃꯛ ꯐ꯭ꯂꯤꯀꯔ”
- Aliens (movie): “Jaws in space”,- ꯑꯦꯂꯤꯌꯅꯁꯤꯡ (ꯃꯨꯚꯤ): “ꯁ꯭ꯄꯦꯁꯇꯥ ꯂꯩꯕꯥ ꯖꯧꯁꯤꯡ”꯫
