en,mni-Mtei
tributes you can acquire? Do they have a philosophy or,ꯑꯗꯣꯝꯅꯥ ꯂꯧꯕꯥ ꯌꯥꯕꯥ ꯇ꯭ꯔꯥꯏꯕ꯭ꯌꯨꯠꯁꯤꯡ?
a set of values you can adopt? Did they have a plan you,ꯑꯗꯣꯝꯅꯥ ꯑꯦꯗꯣꯞꯇ ꯇꯧꯕꯥ ꯌꯥꯕꯥ ꯚꯦꯜꯌꯨꯁꯤꯡꯒꯤ ꯁꯦꯠ ꯑꯃꯥ?
"can imitate? In my experience, people who are envied are",ꯏꯃꯤꯇꯦꯠ ꯇꯧꯕꯥ ꯌꯥꯕ꯭ꯔꯥ?
not much different from the rest of us. Learning about,ꯑꯩꯈꯣꯌꯒꯤ ꯑꯇꯣꯞꯄꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯗꯒꯤ ꯌꯥꯝꯅꯥ ꯈꯦꯠꯅꯕꯥ ꯂꯩꯇꯦ꯫
"them can help you feel ""I can do that too"" instead of ""I","ꯃꯈꯣꯌꯅꯥ ꯅꯍꯥꯀꯄꯨ ""ꯑꯩꯁꯨ ꯃꯗꯨ ꯇꯧꯕꯥ ꯉꯃꯒꯅꯤ"" ꯍꯥꯌꯅꯥ ꯐꯥꯑꯣꯍꯅꯕꯗꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯕꯥ ꯉꯃꯒꯅꯤ꯫"
"wish I had that.""",ꯑꯩꯍꯥꯛꯅꯥ ꯃꯗꯨ ꯐꯪꯖꯔꯦ ꯍꯥꯌꯅꯥ ꯋꯥꯁꯀꯆꯔꯤ꯫”
"Before you can rurn envy to action, you have to con-","ꯅꯍꯥꯛꯅꯥ ꯑꯦꯛꯁꯟ ꯇꯨ ꯑꯦꯛꯁꯅꯗꯥ ꯔꯨꯔꯟ ꯑꯦꯅꯚꯤꯖ ꯇꯧꯕꯥ ꯉꯝꯗ꯭ꯔꯤꯉꯩ ꯃꯃꯥꯡꯗꯥ, ꯅꯍꯥꯛꯅꯥ ꯀꯟ-"
vert it to a more acceptable emotion. The first step is to,ꯃꯁꯤ ꯍꯦꯟꯅꯥ ꯌꯥꯕꯥ ꯏꯃꯣꯁꯟ ꯑꯃꯗꯥ ꯊꯝꯃꯨ꯫
get rid of any animosity you might feel. Stop wishing the,ꯅꯍꯥꯛꯅꯥ ꯐꯥꯑꯣꯔꯀꯄꯥ ꯌꯥꯕꯥ ꯑꯦꯅꯤꯃꯣꯁꯤꯇꯤ ꯑꯃꯍꯦꯛꯇꯕꯨ ꯂꯧꯊꯣꯀꯎ꯫
other person dtd not have what you want-or hoping he,ꯑꯇꯣꯞꯄꯥ ꯃꯤꯑꯣꯏ dtd ꯅꯍꯥꯛꯅꯥ ꯄꯥꯝꯂꯤꯕꯥ ꯑꯗꯨ ꯂꯩꯇꯦ-ꯅꯠꯔꯒꯥ ꯑꯥꯁꯥ ꯇꯧꯔꯤ
