en,mni-Mtei
"to postpone his confidences a moment longer), jumped up and","ꯃꯍꯥꯛꯀꯤ ꯊꯥꯖꯕꯁꯤꯡ ꯑꯗꯨ ꯃꯤꯀꯨꯞ ꯑꯃꯗꯥ ꯍꯦꯟꯅꯥ ꯌꯩꯊꯣꯛꯅꯕꯥ, ꯂꯥꯞꯅꯥ ꯆꯠꯈꯤ ꯑꯃꯁꯨꯡ ."
ran to the door,ꯊꯣꯡ ꯑꯗꯨꯗꯥ ꯂꯥꯟꯗꯨꯅꯥ ꯆꯠꯈꯤ꯫
"‘I had a premonition it was you, Helmholtz,’ he shouted as he","‘ꯑꯩꯒꯤ ꯄ꯭ꯔꯤꯃꯣꯅꯤꯁꯟ ꯑꯃꯥ ꯂꯩꯔꯝꯃꯤ ꯃꯗꯨ ꯅꯉꯅꯤ, ꯍꯦꯂꯃꯍꯣꯂꯠꯖ’ ꯍꯥꯌꯅꯥ ꯃꯍꯥꯛꯅꯥ ꯍꯥꯌꯔꯀꯈꯤ"
opened,ꯍꯥꯡꯗꯣꯀꯄꯥ
"On the threshold, in a white acetate-satin sailor suit, and with a","ꯊ꯭ꯔꯦꯁꯍꯣꯜꯗꯇꯥ, ꯑꯉꯧꯕꯥ ꯑꯦꯁꯤꯇꯦꯠ-ꯁꯦꯇꯤꯟ ꯁꯦꯂꯔ ꯁꯨꯠ ꯑꯃꯗꯥ, ꯑꯃꯁꯨꯡ ꯑꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ ."
"round white cap rakishly tilted over her left ear, stood Lenina",ꯒꯣꯜꯗ ꯍꯣꯏꯠ ꯀꯦꯞ ꯔꯦꯀꯤꯁ ꯑꯣꯏꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯂꯦꯃꯍꯧꯔꯤꯕꯥ ꯀꯥꯡꯕꯨ ꯑꯗꯨꯒꯤ ꯃꯊꯛꯇꯥ ꯂꯦꯅꯤꯅꯥ ꯂꯦꯞꯂꯤ
"‘Oh!’ said the Savage, as though some one had struck him a","‘ꯑꯣꯍ!’ ꯍꯥꯌꯅꯥ ꯁꯦꯚꯦꯖ ꯑꯗꯨꯅꯥ ꯍꯥꯌꯔꯀꯏ, ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯁꯣꯀꯍꯅꯈꯤꯕꯒꯨꯝ ."
heavy blow,ꯍꯦꯚꯤ ꯕ꯭ꯂꯣ
Half a gramme had been enough to make Lenina forget her,ꯂꯦꯅꯤꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯀꯥꯑꯣꯊꯣꯀꯄꯥ ꯉꯝꯅꯕꯥ ꯒ꯭ꯔꯥꯃꯒꯤ ꯁꯔꯨꯛ ꯑꯍꯨꯝ ꯊꯣꯀꯄꯒꯤ ꯑꯃꯥ ꯃꯇꯤꯛ ꯆꯥꯅꯥ ꯂꯩꯔꯝꯃꯤ .
"fears and her embarrassments. ‘Hullo, John,’ she said, smiling,",ꯑꯀꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯏꯀꯥꯏ ꯈꯨꯝꯅꯕꯥ꯫
and walked past him into the room. Automatically he closed the,ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯃꯅꯥꯛꯇꯥ ꯔꯨꯃꯗꯥ ꯆꯠꯈꯤ꯫
door and followed her. Lenina sat down. There was a long,ꯊꯣꯉꯅꯥꯑꯣ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯃꯇꯨꯡꯗꯥ ꯆꯠꯈꯤ꯫
silence,ꯇꯨꯃꯤꯟꯅ ꯂꯩꯌꯨ
"‘You don’t seem very glad to see me, John,’ she said at last","‘ꯅꯉꯅꯥ ꯑꯩꯕꯨ ꯎꯕꯗꯥ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯗꯦ, ꯖꯣꯖꯣ’ ꯍꯥꯌꯅꯥ ꯃꯍꯥꯛꯅꯥ ꯑꯔꯣꯏꯕꯗꯥ ꯍꯥꯌꯈꯤ"
‘Not glad?’ The Savage looked at her reproachfully; then,‘ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯅꯠꯇꯦ?’ ꯁꯦꯚꯦꯖ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯂꯥꯡꯇꯛꯅꯅꯥ ꯌꯦꯡꯂꯝꯃꯤ;
"suddenly fell on his knees before her and, taking Lenina’s hand,","ꯈꯉꯍꯧꯗꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯃꯥꯡꯗꯥ ꯈꯣꯉꯅꯥ ꯁꯥꯎꯔꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯂꯦꯂꯤꯅꯥꯒꯤ ꯃꯈꯨꯠ ꯂꯧꯊꯣꯛꯂꯒꯥ,"
"reverently kissed it. ‘Not glad? Oh, if you only knew,’ he",ꯏꯀꯥꯏ ꯈꯨꯝꯅꯅꯥ ꯆꯨꯃꯊꯣꯀꯈꯤ꯫
"whispered, and, venturing to raise his eyes to her face, ‘Admired","ꯋꯥ ꯉꯥꯡꯂꯗꯨꯅꯥ, ꯑꯃꯁꯨꯡ, ꯃꯍꯥꯛꯀꯤ ꯃꯃꯤꯠ ꯑꯗꯨ ꯃꯍꯥꯛꯀꯤ ꯃꯐꯃꯗꯥ ꯋꯥꯡꯈꯠꯍꯟꯅꯕꯥ ꯚꯦꯟꯆꯔ ꯇꯧꯕꯥ, ‘ꯑꯦꯗꯃꯤꯔꯦꯗ"
"Lenina,’ he went on, ‘indeed the top of admiration, worth what’s","ꯂꯦꯅꯤꯅꯥ,’ ꯃꯍꯥꯛꯅꯥ ꯃꯈꯥ ꯇꯥꯅꯥ ꯍꯥꯌꯈꯤ, ‘ꯇꯁꯦꯡꯅꯥ ꯑꯦꯗꯃꯤꯔꯦꯁꯅꯒꯤ ꯃꯊꯛꯇꯥ, ꯋꯥꯔꯗ ꯋꯥꯠ’ꯁ"
dearest in the world.’ She smiled at him with a luscious,ꯃꯥꯂꯦꯃꯗꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯅꯨꯡꯁꯤꯖꯕꯥ꯫’ ꯃꯍꯥꯛꯅꯥ ꯂꯨꯁꯤꯌꯁ ꯑꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯃꯤꯠꯌꯦꯡ ꯊꯃꯈꯤ꯫
"tenderness. ‘Oh, you so perfect’ (she was leaning towards him",ꯇꯦꯟꯗꯔ ꯑꯣꯏꯕꯥ꯫
"with parted lips), ‘so perfect and so peerless are created’","ꯄꯥꯔꯇꯦꯗ ꯂꯤꯄꯁꯤꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ), ‘ꯁꯣ ꯄꯔꯐꯦꯛꯇ ꯑꯃꯁꯨꯡ ꯁꯣ ꯄꯤꯌꯔꯂꯦꯁ ꯑꯁꯤ ꯁꯦꯝꯕꯅꯤ’꯫"
(nearer and nearer) ‘of every creature’s best.’ Still nearer. The,(Nearer and nearer) ‘ꯀ꯭ꯔꯤꯌꯦꯇꯔ ꯈꯨꯗꯤꯡꯃꯛꯀꯤ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯐꯕꯥ꯫’ ꯍꯧꯖꯤꯀꯁꯨ ꯍꯦꯟꯅꯥ ꯅꯀꯁꯤꯜꯂꯀꯏ꯫
222,꯲꯲꯲ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"Savage suddenly scrambled to his feet. ‘That’s why,’ he said,",ꯁꯦꯚꯦꯖꯅꯥ ꯈꯉꯍꯧꯗꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯈꯣꯉꯗꯥ ꯆꯦꯅꯁꯤꯜꯂꯀꯈꯤ꯫
"speaking with averted face,’ I wanted to do something first . . . I","ꯑꯦꯚꯥꯔꯇꯦꯗ ꯐꯦꯁꯀꯥ ꯋꯥꯔꯤ ꯁꯥꯟꯅꯔꯒꯥ,’ ꯑꯩꯅꯥ ꯑꯍꯥꯅꯕꯗꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯈꯔꯥ ꯇꯧꯕꯥ ꯄꯥꯃꯈꯤ ."
"mean, to show I was worthy of you. Not that I could ever really","ꯃꯤꯅꯠ, ꯑꯩꯅꯥ ꯅꯈꯣꯌꯒꯤ ꯌꯥꯏꯐ-ꯄꯥꯎꯖꯦꯜ ꯄꯤꯈꯤ ꯍꯥꯌꯕꯥ ꯎꯠꯅꯕꯥ꯫"
be that. But at any rate to show I wasn’t absolutely unworthy. I,ꯑꯣꯏꯌꯨ꯫
wanted to do something.’,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯈꯔꯥ ꯇꯧꯕꯥ ꯄꯥꯃꯈꯤ꯫’
"‘Why should you think it necessary . . .’ Lenina began, but left",‘ꯀꯔꯤꯒꯤꯗꯃꯛ ꯑꯗꯣꯝꯅꯥ ꯃꯁꯤ ꯃꯊꯧ ꯇꯥꯕꯒꯦ ꯍꯥꯌꯅꯥ ꯈꯜꯀꯗꯒꯦ .
the sentence unfinished. There was a note of irritation in her,ꯋꯥꯍꯩ ꯑꯗꯨ ꯂꯣꯏꯁꯤꯟꯗ꯭ꯔꯤ꯫
"voice. When one has leant forward, nearer and nearer, with",ꯈꯣꯟꯖꯦꯜ.
"parted lips—only to find oneself, quite suddenly, as a clumsy oaf","ꯄꯥꯔꯠ ꯇꯧꯔꯕꯥ ꯂꯤꯄꯁꯤꯡ—ꯃꯁꯥꯅꯥ ꯃꯁꯥꯕꯨ ꯊꯤꯕꯥ ꯈꯛꯇꯃꯛ, ꯌꯥꯝꯅꯥ ꯈꯉꯍꯧꯗꯅꯥ, ꯀ꯭ꯂꯃꯁꯤ ꯑꯣꯐ ꯑꯃꯥ ꯑꯣꯏꯅꯥ"
"scrambles to his feet, leaning towards nothing at all","ꯃꯍꯥꯛꯀꯤ ꯈꯣꯡꯗꯥ ꯆꯦꯟꯊꯔꯀꯏ, ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯌꯥꯑꯣꯗꯅꯥ ꯂꯦꯞꯄꯥ ꯂꯩꯇꯅꯥ ꯂꯦꯞꯂꯤ꯫"
"—well, there is a reason, even with half a gramme of soma","—ꯑꯐꯕꯥ, ꯃꯔꯝ ꯑꯃꯥ ꯂꯩ, ꯁꯣꯃꯥꯒꯤ ꯒ꯭ꯔꯥꯝ ꯇꯉ꯭ꯈꯥꯏ ꯑꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯐꯥꯑꯣꯕꯥ ."
"circulating in one’s blood-stream, a genuine reason for","ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯒꯤ ꯕ꯭ꯂꯗ-ꯁ꯭ꯠꯔꯤꯃꯗꯥ ꯆꯪꯁꯤꯅꯕꯥ, ꯑꯁꯦꯡꯕꯥ ꯃꯔꯝ ꯑꯃꯥ ꯑꯣꯏꯔꯤꯕꯥ"
annoyance,ꯑꯁꯥꯑꯣꯕꯥ ꯄꯣꯀꯄꯥ
"‘At Malpais,’ the Savage was incoherently mumbling, ‘you had","‘ꯑꯦꯠ ꯃꯥꯂꯄꯥꯏꯁ,’ ꯁꯦꯚꯦꯖ ꯑꯁꯤ ꯏꯅꯀꯣꯍꯔꯤꯟꯇ ꯑꯣꯏꯅꯥ ꯃꯃꯤꯠ ꯇꯥꯡꯂꯝꯃꯤ, ‘ꯅꯍꯥꯛꯅꯥ ."
"to bring her the skin of a mountain lion—I mean, when you","ꯃꯍꯥꯀꯄꯨ ꯇꯨꯔꯦꯜ ꯑꯃꯒꯤ ꯃꯀꯣꯛ ꯑꯃꯥ ꯄꯨꯔꯛꯅꯕꯥ—ꯑꯩꯅꯥ ꯍꯥꯌꯕꯗꯤ, ꯅꯍꯥꯛꯅꯥ ."
wanted to marry some one. Or else a wolf.’,ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯒꯥ ꯂꯨꯍꯣꯡꯕꯥ ꯄꯥꯃꯈꯤ꯫
"‘There aren’t any lions in England,’ Lenina almost snapped",‘ꯏꯪꯂꯦꯟꯗꯗꯥ ꯂꯥꯌꯔꯕꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ’ ꯍꯥꯌꯅꯥ ꯂꯦꯅꯤꯅꯥ ꯆꯥꯎꯔꯥꯛꯅꯥ ꯁ꯭ꯅꯦꯞ ꯇꯧꯈꯤ
