en,mni-Mtei
The platform reported 45 of users in the United States had a friend who had posted using the term,ꯄ꯭ꯂꯦꯠꯐꯣꯔꯝ ꯑꯁꯤꯗꯥ ꯌꯨꯅꯥꯏꯇꯦꯗ ꯁ꯭ꯇꯦꯇꯁꯇꯥ ꯂꯩꯕꯥ ꯌꯨꯖꯔ ꯴꯵ꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯴꯵ꯅꯥ ꯃꯔꯨꯞ ꯑꯃꯥ ꯂꯩ ꯍꯥꯌꯅꯥ ꯔꯤꯄꯣꯔꯠ ꯇꯧꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯄꯣꯁ꯭ꯠ ꯇꯧꯔꯀꯈꯤꯕꯥ ꯋꯥꯍꯩ ꯑꯁꯤ ꯁꯤꯖꯤꯟꯅꯈꯤ꯫
Tens of thousands of people including hundreds of celebrities replied with MeToo stories,ꯁꯦꯂꯤꯕ꯭ꯔꯦꯇꯤ ꯂꯤꯁꯤꯡ ꯀꯌꯥ ꯌꯥꯑꯣꯅꯥ ꯃꯤꯑꯣꯏ ꯂꯤꯁꯤꯡ ꯀꯌꯥꯅꯥ ꯃꯦꯇꯨꯒꯤ ꯋꯥꯔꯤꯁꯤꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯄꯥꯎꯈꯨꯝ ꯄꯤꯈꯤ
Some men such as actors Terry Crews and James Van Der Beek have responded to the hashtag with their own experiences of harassment and abuse,ꯑꯦꯛꯇꯔ ꯇꯦꯔꯤ ꯀ꯭ꯔꯨꯁ ꯑꯃꯁꯨꯡ ꯖꯦꯃꯁ ꯚꯦꯟ ꯗꯦꯔ ꯕꯤꯛꯒꯨꯝꯕꯥ ꯅꯨꯄꯥ ꯈꯔꯅꯥ ꯍꯦꯁꯇꯦꯒ ꯑꯁꯤꯒꯤ ꯄꯥꯎꯈꯨꯝ ꯄꯤꯈ꯭ꯔꯦ ꯃꯈꯣꯌꯒꯤ ꯃꯁꯥꯒꯤ ꯑꯣꯏꯕꯥ ꯍꯦꯔꯥꯁꯃꯦꯟꯇ ꯑꯃꯁꯨꯡ ꯑꯦꯕ꯭ꯌꯨꯖꯒꯤ ꯑꯦꯛꯁꯄꯔꯤꯌꯦꯟꯁꯁꯤꯡ
Others have responded by acknowledging past behaviors against women spawning the hashtag HowIWillChange,ꯑꯇꯣꯞꯄꯁꯤꯡꯅꯥ ꯍꯧꯈꯤꯕꯥ ꯂꯃꯆꯠ-ꯁꯥꯖꯠꯁꯤꯡ ꯑꯁꯤ ꯅꯨꯄꯤꯁꯤꯡꯅꯥ ꯍꯦꯁꯇꯦꯒ ꯍꯣꯕꯤꯂꯆꯦꯟꯖꯗꯥ ꯄꯣꯀꯍꯟꯗꯨꯅꯥ ꯄꯥꯎꯈꯨꯝ ꯄꯤꯈ꯭ꯔꯦ
Filmmaker feminist activist and member of the Directors Guild of America Maria Giese realized that the virtual absence of women directors in Hollywood was tantamount to the censoring and silencing of female voices in US mediaAmericas most influential global export,ꯐꯤꯜꯃ ꯃꯦꯀꯔ ꯐꯦꯃꯤꯅꯤꯁ꯭ꯠ ꯑꯦꯛꯇꯤꯕꯤꯁ꯭ꯠ ꯑꯃꯁꯨꯡ ꯗꯥꯏꯔꯦꯛꯇꯔꯁꯤꯡꯒꯤ ꯃꯦꯝꯕꯔ ꯒꯤꯜꯗ ꯑꯣꯐ ꯑꯃꯦꯔꯤꯀꯥꯒꯤ ꯃꯦꯝꯕꯔ ꯃꯥꯔꯤꯌꯥ ꯒꯤꯁꯦꯅꯥ ꯈꯉꯂꯀꯈꯤ ꯃꯗꯨꯗꯤ ꯍꯣꯂꯤꯋꯨꯗꯇꯥ ꯅꯨꯄꯤ ꯗꯥꯏꯔꯦꯛꯇꯔꯁꯤꯡꯅꯥ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯌꯥꯑꯣꯗꯕꯥ ꯑꯁꯤ ꯌꯨ.ꯑꯦꯁ.
She took her findings to the ACLU of Southern California which prompted an official investigation into Hollywoods job discrimination,ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯊꯤꯖꯤꯅꯕꯒꯤ ꯊꯕꯀꯁꯤꯡ ꯑꯗꯨ ꯈꯥ ꯊꯪꯕꯥ ꯀꯦꯂꯤꯐꯣꯔꯅꯤꯌꯥꯒꯤ ꯑꯦ.ꯁꯤ.ꯑꯦꯜ.ꯌꯨ.
Shortly after The New York Times published its 2017 article that triggered the MeToo movement exposing Harvey Weinstein of sexual harassment and assault,ꯗꯤ ꯅꯤꯎꯌꯔꯛ ꯇꯥꯏꯃꯁꯅꯥ ꯃꯁꯤꯒꯤ ꯲꯰꯱꯷ꯀꯤ ꯑꯥꯔꯇꯤꯀꯜ ꯑꯁꯤ ꯐꯣꯉꯈꯤꯕꯥ ꯃꯇꯝ ꯈꯔꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯍꯥꯔꯚꯦ ꯋꯦꯏꯅꯁ꯭ꯇꯥꯏꯅꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯁꯦꯛꯁꯀꯤ ꯃꯤꯑꯣꯠ-ꯃꯤꯅꯩ ꯑꯃꯁꯨꯡ ꯑꯦꯁꯣꯜꯇꯀꯤ ꯃꯇꯥꯡꯗꯥ ꯋꯥꯐꯝ ꯀꯌꯥ ꯐꯣꯡꯗꯣꯀꯈꯤ
It was explosive says Giese and suddenly our industry was throwing millions of dollars into the creation of new insideindustry enforcement organinzations like Times Up The Hollywood Commission ReFrame and many others,ꯃꯁꯤ ꯑꯦꯛꯁꯞꯂꯣꯁꯤꯚ ꯑꯣꯏꯈꯤ ꯍꯥꯌꯅꯥ ꯖꯤ.ꯑꯥꯏ.ꯏ.ꯑꯦꯁ.ꯅꯥ ꯍꯥꯌꯔꯤ ꯑꯃꯁꯨꯡ ꯈꯉꯍꯧꯗꯅꯥ ꯑꯩꯈꯣꯌꯒꯤ ꯏꯟꯗꯁ꯭ꯠꯔꯤꯅꯥ ꯇꯥꯏꯃꯁ ꯑꯞ ꯗꯤ ꯍꯣꯂꯤꯋꯨꯗ ꯀꯝꯃꯤꯁꯟ ꯔꯤꯐ꯭ꯔꯦꯝ ꯑꯃꯁꯨꯡ ꯑꯇꯣꯞꯄꯥ ꯀꯌꯥꯒꯨꯝꯕꯥ ꯑꯅꯧꯕꯥ ꯏꯅꯁꯥꯏꯗ ꯏꯅꯤꯗꯁ꯭ꯠꯔꯤ ꯑꯦꯅꯐꯣꯔꯁꯃꯦꯟꯇ ꯑꯣꯔꯒꯅꯥꯏꯖꯦꯁꯅꯁꯤꯡ ꯁꯦꯝꯕꯗꯥ ꯗꯣꯜꯂꯔ ꯃꯤꯂꯤꯌꯟ ꯀꯌꯥ ꯊꯥꯗꯣꯛꯂꯝꯃꯤ꯫
In February 2019 actress Emma Thompson wrote a letter to the American production company Skydance Media to explain that she had pulled out of the production of the animated feature film Luck the month prior because of the companys decision to hire Disney Chief Creative Officer John Lasseter who had been accused of harassing women while at Disney,꯲꯰꯱꯹ꯒꯤ ꯐꯦꯕ꯭ꯔꯨꯋꯥꯔꯤꯗꯥ ꯑꯦꯛꯇꯔ ꯏꯃꯥ ꯊꯣꯝꯄꯁꯟꯅꯥ ꯑꯃꯦꯔꯤꯀꯥꯟ ꯄ꯭ꯔꯣꯗꯛꯁꯟ ꯀꯝꯄꯦꯅꯤ ꯁ꯭ꯀꯥꯏꯗꯥꯟꯁ ꯃꯤꯗꯤꯌꯥꯗꯥ ꯆꯤꯊꯤ ꯑꯃꯥ ꯏꯈꯤ ꯃꯗꯨꯗꯤ ꯃꯍꯥꯛꯅꯥ ꯗꯤꯖꯅꯤꯗꯥ ꯂꯩꯔꯤꯉꯩꯗꯥ ꯅꯨꯄꯤꯁꯤꯡꯕꯨ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯒꯤ ꯋꯥꯐꯝ ꯂꯥꯀꯈꯤꯕꯥ ꯗꯤꯖꯅꯤꯒꯤ ꯆꯤꯐ ꯀ꯭ꯔꯤꯌꯦꯇꯤꯕ ꯑꯣꯐꯤꯁꯥꯔ ꯖꯣꯟ ꯂꯥꯁꯦꯇꯔ ꯍꯥꯏꯔ ꯇꯧꯕꯒꯤ ꯀꯝꯄꯦꯅꯤ ꯑꯁꯤꯅꯥ ꯋꯥꯔꯦꯞ ꯂꯧꯈꯤꯕꯥ ꯑꯗꯨꯅꯥ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅꯥ ꯃꯍꯥꯛꯅꯥ ꯃꯃꯥꯡꯗꯥ ꯊꯥ ꯑꯁꯤꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯑꯦꯅꯤꯃꯦꯇꯦꯗ ꯐꯤꯆꯔ ꯐꯤꯜꯃ ꯂꯛꯀꯤ ꯄ꯭ꯔꯣꯗꯛꯁꯟ ꯑꯗꯨꯗꯒꯤ ꯊꯣꯔꯀꯈꯤꯕꯅꯤ ꯍꯥꯌꯅꯥ ꯐꯣꯡꯗꯣꯀꯈꯤ꯫
His behavior resulted in his decision to take a sixmonth leave of absence from the company as he indicated in a memo in which he acknowledged painful conversations and unspecified missteps,ꯃꯍꯥꯛꯀꯤ ꯂꯃꯆꯠ-ꯁꯥꯖꯠ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯋꯥꯔꯦꯞ ꯂꯧꯈꯤ ꯃꯗꯨꯗꯤ ꯃꯍꯥꯛꯅꯥ ꯃꯦꯃꯣ ꯑꯃꯗꯥ ꯇꯥꯀꯈꯤꯕꯒꯨꯝꯅꯥ ꯀꯝꯄꯦꯅꯤ ꯑꯁꯤꯗꯒꯤ ꯊꯥ ꯶ꯀꯤ ꯁꯨꯇꯤ ꯂꯧꯕꯒꯤ ꯋꯥꯔꯦꯞ ꯑꯗꯨꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯑꯋꯥꯕꯥ ꯋꯥꯔꯤ ꯁꯥꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯀꯛꯅꯕꯥ ꯃꯤꯁꯁ꯭ꯇꯦꯄꯁꯤꯡ ꯑꯗꯨ ꯌꯥꯈꯤ ꯍꯥꯌꯅꯥ ꯌꯥꯅꯈꯤ꯫
